term,cur,prev,diff,ma7,z_like,total
삼성전자,24,6,18,10.429,3.209,374
4k,4,0,4,0.571,1.953,10
퀄컴,3,0,3,0.857,1.113,25
구글,4,1,3,1.857,0.907,49
기아,6,3,3,3.714,0.781,55
tv,11,1,10,8.143,0.741,206
xr,5,0,5,3.143,0.67,107
비전프로,1,0,1,0.143,0.622,2
스마트폰,2,0,2,1.857,0.06,82
엔비디아,2,2,0,1.857,0.06,135
메타,2,5,-3,2.143,-0.058,25
현대모비스,1,5,-4,1.286,-0.134,35
모바일,1,1,0,1.857,-0.363,46
갤럭시,3,3,0,4.286,-0.419,84
애플,5,2,3,6.571,-0.441,208
인텔,1,1,0,2.286,-0.512,58
노트북,3,1,2,5.429,-0.729,101
디스플레이,1,1,0,3.429,-0.852,179
폴더블,1,6,-5,4.429,-1.104,107
lg전자,3,13,-10,10.714,-1.805,224
