term,cur,prev,diff,total,ma7,z_like
lg전자,14,2,12,326,7.286,1.815
엔비디아,4,0,4,86,1.429,1.171
공급망,2,0,2,19,0.571,0.814
meta,1,0,1,1,0.143,0.622
uhd,1,0,1,1,0.143,0.622
한미반도체,1,0,1,4,0.143,0.622
bmw,1,0,1,11,0.143,0.622
xr,2,1,1,47,0.857,0.593
아이폰,3,1,2,59,1.857,0.484
마이크로소프트,1,0,1,3,0.286,0.465
구글,3,2,1,62,2.0,0.414
lcd,1,1,0,30,0.429,0.345
아마존,1,1,0,11,0.571,0.244
amd,1,0,1,31,0.571,0.244
모바일,1,0,1,42,0.571,0.244
hp,1,0,1,71,0.571,0.244
tsmc,1,1,0,28,1.0,0.0
삼성디스플레이,2,2,0,162,2.286,-0.114
세미파이브,1,0,1,10,1.286,-0.134
노트북,3,3,0,155,4.714,-0.541
