term,cur,prev,diff,total,ma7,z_like
삼성전자,8,20,-12,525,20.143,-2.213
갤럭시,5,2,3,70,2.0,1.243
공급망,4,0,4,34,1.714,0.99
ar,4,1,3,33,2.143,0.754
스마트폰,4,3,1,55,2.571,0.549
엔비디아,4,2,2,145,3.857,0.048
byd,2,0,2,11,0.571,0.814
kaist,2,1,1,6,0.571,0.814
샤오미,2,0,2,24,2.571,-0.219
아이폰,2,4,-2,63,3.286,-0.457
lg전자,2,11,-9,201,7.571,-1.485
tv,2,9,-7,177,10.429,-1.993
tsmc,1,0,1,10,0.143,0.622
해상도,1,0,1,2,0.143,0.622
lg화학,1,0,1,16,0.286,0.465
카카오,1,0,1,9,0.571,0.244
인텔,1,2,-1,46,1.0,0.0
모바일,1,0,1,18,1.286,-0.134
xr,1,1,0,110,1.429,-0.195
boe,1,3,-2,23,1.714,-0.309
폴더블,1,2,-1,57,2.0,-0.414
노트북,1,3,-2,64,4.143,-1.035
디스플레이,1,6,-5,119,4.286,-1.07
모니터,1,4,-3,87,5.571,-1.36
oled,1,4,-3,210,6.714,-1.591
애플,1,3,-2,201,8.571,-1.928
