term,cur,prev,diff,ma7,z_like,total
삼성전자,35,11,24,16.0,3.8,518
tv,19,11,8,7.286,3.167,264
lg디스플레이,13,1,12,5.0,2.472,88
하이센스,5,0,5,0.714,2.323,8
폴더블,7,1,6,2.714,1.619,67
애플,9,2,7,5.286,1.126,159
엔비디아,6,1,5,3.714,0.781,223
sharp,2,0,2,0.714,0.697,13
boe,2,1,1,0.714,0.697,28
공급망,3,1,2,1.571,0.634,51
csot,1,0,1,0.143,0.622,2
postech,1,0,1,0.143,0.622,2
마이크로소프트,1,0,1,0.143,0.622,6
비전프로,1,0,1,0.143,0.622,1
퀄컴,1,0,1,0.143,0.622,40
기아,2,1,1,0.857,0.593,23
아이폰,3,1,2,1.857,0.484,47
샤오미,1,0,1,0.286,0.465,17
ar,2,0,2,1.143,0.414,23
오포,1,0,1,0.571,0.244,5
스마트폰,3,4,-1,2.857,0.053,87
모바일,1,0,1,1.0,0.0,25
구글,2,1,1,2.286,-0.114,112
모니터,1,0,1,1.286,-0.134,156
갤럭시,1,0,1,1.429,-0.195,48
tsmc,1,1,0,1.429,-0.195,18
sk하이닉스,1,0,1,1.571,-0.254,51
oled,3,7,-4,3.857,-0.289,288
노트북,3,5,-2,4.0,-0.333,115
레노버,1,0,1,1.857,-0.363,88
디스플레이,3,8,-5,4.143,-0.377,164
xr,3,4,-1,5.0,-0.618,110
lg전자,5,8,-3,7.857,-0.751,262
