term,cur,prev,diff,ma7,z_like,total
디스플레이,27,12,15,11.286,3.605,207
udc,8,0,8,1.143,3.314,9
도우인시스,4,0,4,0.571,1.953,5
기아,4,0,4,0.857,1.632,66
vr,2,0,2,0.429,0.95,14
모니터,5,6,-1,2.714,0.863,105
asus,2,0,2,0.571,0.814,19
intel,1,0,1,0.143,0.622,3
갤럭시z플립,1,0,1,0.143,0.622,1
폭스바겐,1,0,1,0.143,0.622,3
tcl,2,2,0,1.0,0.5,10
nvidia,1,0,1,0.286,0.465,8
메타,1,1,0,0.286,0.465,31
아이맥,1,1,0,0.286,0.465,2
xr,5,2,3,3.714,0.439,104
애플,6,10,-4,4.857,0.357,210
엔비디아,3,2,1,2.143,0.348,87
노트북,3,2,1,2.286,0.284,94
퀄컴,1,0,1,0.571,0.244,39
아이패드,1,1,0,0.571,0.244,27
인텔,1,1,0,0.571,0.244,46
카카오,1,2,-1,0.571,0.244,13
tv,15,33,-18,13.857,0.242,263
amd,2,7,-5,1.571,0.19,18
tsmc,1,0,1,0.714,0.155,25
고성능,1,3,-2,0.714,0.155,30
삼성전자,15,23,-8,14.714,0.059,387
폴더블,3,4,-1,2.857,0.053,109
아이폰,4,9,-5,3.857,0.048,79
올레드,1,0,1,1.0,0.0,18
레노버,3,8,-5,3.286,-0.102,96
삼성디스플레이,2,3,-1,3.0,-0.366,158
boe,4,5,-1,5.571,-0.468,73
구글,1,2,-1,2.286,-0.512,73
lcd,3,3,0,4.714,-0.541,48
lg전자,9,19,-10,11.429,-0.554,331
oled,7,35,-28,10.857,-0.898,311
모바일,1,0,1,3.714,-0.927,49
hp,1,10,-9,3.714,-0.927,48
갤럭시,2,8,-6,5.429,-1.03,91
스마트폰,1,5,-4,4.429,-1.104,108
lg디스플레이,1,17,-16,4.429,-1.104,116
