term,cur,prev,diff,total,ma7,z_like
4k,17,0,17,36,2.714,5.396
모니터,23,0,23,161,5.429,5.277
양산,11,1,10,30,2.429,3.35
삼성디스플레이,8,3,5,60,3.714,1.464
주사율,2,0,2,3,0.286,1.117
엔비디아,4,2,2,105,1.857,0.907
아이폰,3,1,2,39,1.429,0.716
auo,1,0,1,1,0.143,0.622
퓨리오사,1,0,1,1,0.143,0.622
bmw,1,0,1,9,0.143,0.622
게이밍모니터,1,0,1,7,0.286,0.465
현대모비스,1,0,1,8,0.286,0.465
사이니지,1,0,1,16,0.286,0.465
소니,1,0,1,18,0.286,0.465
고성능,1,0,1,23,0.286,0.465
메타,2,0,2,30,1.143,0.414
모바일,2,2,0,36,1.143,0.414
dell,1,0,1,11,0.429,0.345
tsmc,1,1,0,19,0.714,0.155
카카오,1,1,0,20,0.714,0.155
hp,3,1,2,59,2.714,0.108
공급망,1,0,1,48,0.857,0.074
sk하이닉스,2,2,0,41,2.0,0.0
퀄컴,1,0,1,21,1.143,-0.069
xr,2,2,0,97,2.429,-0.168
폴더블,1,1,0,56,1.857,-0.363
갤럭시,1,1,0,68,2.143,-0.464
애플,2,2,0,185,4.714,-0.856
