term,cur,prev,diff,ma7,z_like,total
삼성디스플레이,31,0,31,9.286,5.365,129
oled,44,2,42,19.857,4.425,367
엔비디아,4,0,4,1.0,1.5,60
레노버,4,0,4,1.143,1.381,66
공급망,2,0,2,0.571,0.814,13
amd,2,1,1,0.571,0.814,18
kaist,1,0,1,0.143,0.622,17
올레드tv,1,0,1,0.143,0.622,1
인텔,1,0,1,0.143,0.622,21
카카오,1,0,1,0.143,0.622,13
ar,2,0,2,0.857,0.593,37
sharp,1,0,1,0.286,0.465,5
태블릿,1,0,1,0.286,0.465,8
노트북,4,0,4,3.0,0.366,77
hp,1,0,1,0.429,0.345,37
lg전자,7,3,4,6.143,0.246,297
tsmc,1,0,1,0.571,0.244,18
올레드,1,0,1,0.571,0.244,18
갤럭시,2,2,0,2.0,0.0,83
현대모비스,1,1,0,1.0,0.0,65
sk하이닉스,1,3,-2,1.0,0.0,42
그램,3,2,1,3.571,-0.198,26
스마트폰,2,3,-1,2.571,-0.219,110
양산,1,0,1,1.714,-0.309,22
모바일,1,1,0,2.429,-0.558,69
디스플레이,5,1,4,7.714,-0.719,207
lg디스플레이,1,1,0,3.0,-0.732,140
삼성전자,9,8,1,12.857,-0.841,457
tv,5,4,1,8.571,-0.909,302
애플,1,8,-7,4.0,-1.0,153
모니터,1,2,-1,4.143,-1.035,191
