org,topic,base_score,topic_share,company_focus,hybrid_score
AGC,5,2.8498,0.0002,0.7945,2.8498
AGC,0,1.3739,0.0000,0.3830,1.3739
AGC,1,1.3739,0.0000,0.3830,1.3739
AGC,2,0.7059,0.0001,0.1968,0.7059
AGC,4,0.6870,0.0000,0.1915,0.6870
AMD,0,1680.2924,0.0276,0.6748,1680.2924
AMD,1,1564.1970,0.0270,0.6282,1564.1970
AMD,6,572.5396,0.0229,0.2299,572.5396
AMD,3,433.9101,0.0225,0.1743,433.9101
AMD,4,431.4079,0.0222,0.1733,431.4079
AMD,5,344.8211,0.0285,0.1385,344.8211
AMD,2,268.2368,0.0237,0.1077,268.2368
AMD,10,165.6622,0.0192,0.0665,165.6622
AMD,9,90.2137,0.0325,0.0362,90.2137
AMD,8,29.0724,0.0160,0.0117,29.0724
AMD,7,7.7124,0.0049,0.0031,7.7124
ASE,1,245.9300,0.0043,0.6151,245.9300
ASE,0,229.4430,0.0038,0.5739,229.4430
ASE,4,134.6432,0.0069,0.3368,134.6432
ASE,3,119.9145,0.0062,0.2999,119.9145
ASE,6,89.4160,0.0036,0.2236,89.4160
ASE,5,53.4330,0.0044,0.1336,53.4330
ASE,10,50.5997,0.0059,0.1266,50.5997
ASE,2,22.5884,0.0020,0.0565,22.5884
ASE,9,14.7764,0.0053,0.0370,14.7764
ASE,7,6.8555,0.0044,0.0171,6.8555
ASE,8,5.5002,0.0030,0.0138,5.5002
ASUS,0,486.3643,0.0080,0.6415,486.3643
ASUS,1,444.4600,0.0077,0.5862,444.4600
ASUS,2,260.4720,0.0230,0.3435,260.4720
ASUS,6,144.8678,0.0058,0.1911,144.8678
ASUS,3,135.1637,0.0070,0.1783,135.1637
ASUS,4,122.2780,0.0063,0.1613,122.2780
ASUS,5,121.1149,0.0100,0.1597,121.1149
ASUS,10,50.5997,0.0059,0.0667,50.5997
ASUS,9,38.1075,0.0137,0.0503,38.1075
ASUS,7,7.7124,0.0049,0.0102,7.7124
ASUS,8,0.7857,0.0004,0.0010,0.7857
AUO,1,50.1477,0.0009,0.6768,50.1477
AUO,0,45.3390,0.0007,0.6119,45.3390
AUO,3,18.0218,0.0009,0.2432,18.0218
AUO,4,13.7391,0.0007,0.1854,13.7391
AUO,6,13.1698,0.0005,0.1778,13.1698
AUO,5,9.2617,0.0008,0.1250,9.2617
AUO,10,9.0109,0.0010,0.1216,9.0109
AUO,2,7.7647,0.0007,0.1048,7.7647
AUO,8,1.5715,0.0009,0.0212,1.5715
AUO,9,1.5554,0.0006,0.0210,1.5554
Acer,0,104.4172,0.0017,0.6721,104.4172
Acer,1,99.6085,0.0017,0.6411,99.6085
Acer,5,47.0211,0.0039,0.3027,47.0211
Acer,3,19.4081,0.0010,0.1249,19.4081
Acer,6,19.4081,0.0008,0.1249,19.4081
Acer,2,12.0001,0.0011,0.0772,12.0001
Acer,9,11.6656,0.0042,0.0751,11.6656
Acer,10,6.2383,0.0007,0.0402,6.2383
Acer,4,4.8087,0.0002,0.0310,4.8087
Acer,8,2.3572,0.0013,0.0152,2.3572
Acer,7,0.8569,0.0005,0.0055,0.8569
Amkor,1,102.3563,0.0018,0.5977,102.3563
