semantic_key,monthly_avg_sentiment
Apple_Display_Topic,0.5120
Automotive_Display_Topic,0.5077
Display_Materials_Topic,0.5179
Flexible_Display_Topic,0.5088
Foldable_Display_Topic,0.5108
Gaming_Monitor_Topic,0.5049
IT_OLED_Topic,0.5118
Material_Supplier,0.4967
MicroLED_Topic,0.5130
Panel_Manufacturer,0.5080
Platform_Company,0.5090
Quantum_Dot_Topic,0.5009
Set_Manufacturer,0.5043
Smartphone_Display_Topic,0.5159
TV_Display_Topic,0.5051
Transparent_Display_Topic,0.5173
XR_Device_Topic,0.5037
