term,cur,diff,z_like
lg화학,18,17,5.77
기아,17,15,5.26
삼성디스플레이,10,9,3.31
스마트폰,14,11,2.93
oled,18,12,2.90
공급망,7,6,1.70
qled,3,3,1.55
해상도,3,3,1.55
