term,cur,prev,diff,ma7,z_like,total
삼성디스플레이,20,1,19,3.571,5.685,72
엔비디아,7,7,0,3.571,1.186,122
lcd,3,1,2,0.857,1.113,24
macbook,1,0,1,0.143,0.622,2
byd,1,0,1,0.286,0.465,9
iphone,1,0,1,0.286,0.465,3
bmw,1,1,0,0.286,0.465,6
apple,1,0,1,0.429,0.345,4
vr,1,0,1,0.429,0.345,22
모바일,1,0,1,0.429,0.345,47
현대모비스,2,0,2,1.286,0.335,19
sharp,1,1,0,0.571,0.244,11
ar,2,2,0,1.571,0.19,34
메타,1,0,1,0.714,0.155,19
양산,1,1,0,0.857,0.074,24
갤럭시,4,1,3,3.857,0.048,248
tcl,1,0,1,1.0,0.0,85
인텔,1,0,1,1.0,0.0,15
생산능력,1,3,-2,1.857,-0.363,15
아이폰,4,10,-6,5.286,-0.39,73
oled,9,17,-8,11.0,-0.463,347
구글,1,0,1,2.143,-0.464,63
xr,2,4,-2,3.571,-0.544,89
폴더블,2,5,-3,3.857,-0.627,60
sk하이닉스,1,2,-1,2.857,-0.69,59
애플,6,11,-5,9.0,-0.75,240
노트북,1,2,-1,4.0,-1.0,121
모니터,1,6,-5,4.143,-1.035,121
lg디스플레이,1,4,-3,4.286,-1.07,101
맥북,1,1,0,4.857,-1.204,94
디스플레이,3,5,-2,11.714,-1.97,288
tv,3,14,-11,15.143,-2.483,357
삼성전자,4,12,-8,20.429,-2.976,426
