term,cur,prev,diff,total,ma7,z_like
삼성전자,34,27,7,521,21.286,2.265
tv,32,7,25,317,10.0,5.286
sk하이닉스,24,3,21,93,5.0,5.871
애플,20,15,5,272,10.429,2.263
lg디스플레이,19,3,16,154,4.857,4.414
폴더블,19,9,10,142,5.714,3.919
아이폰,19,13,6,145,6.286,3.625
xr,18,3,15,125,5.143,3.935
디스플레이,16,3,13,209,7.143,2.412
lg전자,13,39,-26,247,9.714,0.798
스마트폰,7,8,-1,98,3.857,1.06
갤럭시,7,4,3,106,5.143,0.568
oled,7,4,3,292,5.429,0.472
노트북,6,5,1,131,5.571,0.128
공급망,4,1,3,37,1.0,1.5
고성능,4,0,4,24,1.429,1.171
양산,4,5,-1,79,2.857,0.425
수율,3,0,3,8,0.571,1.383
모니터,3,5,-2,194,7.286,-1.159
폭스바겐,2,0,2,3,0.286,1.117
태블릿,2,0,2,22,0.429,0.95
인텔,2,3,-1,40,1.143,0.414
etri,1,0,1,9,0.143,0.622
필립스,1,0,1,5,0.143,0.622
dell,1,0,1,3,0.143,0.622
사이니지,1,0,1,2,0.143,0.622
4k,1,0,1,5,0.286,0.465
삼성디스플레이,1,0,1,85,0.571,0.244
현대모비스,1,0,1,28,0.714,0.155
메타,1,0,1,23,0.714,0.155
카카오,1,0,1,11,0.714,0.155
소니,1,0,1,34,1.143,-0.069
엔비디아,1,2,-1,169,1.286,-0.134
모바일,1,3,-2,62,1.571,-0.254
boe,1,10,-9,27,1.857,-0.363
ar,1,9,-8,55,2.143,-0.464
레노버,1,2,-1,81,3.0,-0.732
