term,cur,prev,diff,total,ma7,z_like
sk하이닉스,24,3,21,93,5.0,5.871
lg디스플레이,19,3,16,154,4.857,4.414
xr,18,3,15,125,5.143,3.935
디스플레이,16,3,13,209,7.143,2.412
공급망,4,1,3,37,1.0,1.5
수율,3,0,3,8,0.571,1.383
고성능,4,0,4,24,1.429,1.171
폭스바겐,2,0,2,3,0.286,1.117
태블릿,2,0,2,22,0.429,0.95
사이니지,1,0,1,2,0.143,0.622
dell,1,0,1,3,0.143,0.622
필립스,1,0,1,5,0.143,0.622
etri,1,0,1,9,0.143,0.622
4k,1,0,1,5,0.286,0.465
삼성디스플레이,1,0,1,85,0.571,0.244
카카오,1,0,1,11,0.714,0.155
메타,1,0,1,23,0.714,0.155
현대모비스,1,0,1,28,0.714,0.155
소니,1,0,1,34,1.143,-0.069
