term,cur,prev,diff,ma7,z_like,total
lg디스플레이,25,0,25,7.286,4.789,134
oled,29,5,24,12.857,3.52,298
lg전자,22,3,19,11.143,2.503,333
qled,2,0,2,0.286,1.117,6
고성능,2,0,2,0.429,0.95,21
kaist,2,1,1,0.429,0.95,16
주사율,2,0,2,0.571,0.814,11
세미파이브,1,0,1,0.143,0.622,9
소니,1,0,1,0.143,0.622,13
폭스바겐,1,0,1,0.143,0.622,3
해상도,2,0,2,0.857,0.593,8
올레드,1,0,1,0.286,0.465,22
퀄컴,1,0,1,0.286,0.465,24
메타,1,1,0,0.286,0.465,25
샤오미,1,0,1,0.429,0.345,11
벤츠,1,0,1,0.571,0.244,60
스마트폰,3,2,1,2.714,0.108,104
스마트워치,1,1,0,1.0,0.0,8
현대모비스,1,2,-1,1.0,0.0,62
엔비디아,2,2,0,2.286,-0.114,63
디스플레이,3,1,2,3.429,-0.15,176
구글,1,0,1,1.571,-0.254,65
아이폰,2,1,1,2.714,-0.27,74
화웨이,2,3,-1,2.714,-0.27,28
모바일,2,1,1,3.0,-0.366,63
xr,2,3,-1,3.0,-0.366,89
애플,5,3,2,6.286,-0.367,182
노트북,1,3,-2,2.286,-0.512,95
모니터,11,8,3,14.714,-0.768,189
폴더블,1,1,0,3.714,-0.927,95
삼성전자,18,3,15,25.571,-1.25,424
tv,2,9,-7,12.0,-2.24,313
