date,semantic_key,topic_id,avg_sentiment,article_count
2026-01-06,Smartphone_Display_Topic,0,0.5198,536
2026-01-06,Automotive_Display_Topic,1,0.5204,340
2026-01-06,IT_OLED_Topic,2,0.52,480
2026-01-06,Set_Manufacturer,3,0.5202,492
2026-01-06,Display_Materials_Topic,4,0.5211,435
2026-01-06,Panel_Manufacturer,5,0.5197,463
2026-01-06,Flexible_Display_Topic,6,0.52,508
2026-01-06,TV_Display_Topic,7,0.5204,460
2026-01-06,Foldable_Display_Topic,8,0.52,480
2026-01-07,Gaming_Monitor_Topic,0,0.4972,542
2026-01-07,Platform_Company,1,0.4973,504
2026-01-07,IT_OLED_Topic,2,0.4963,498
2026-01-07,Automotive_Display_Topic,3,0.4946,426
2026-01-07,Set_Manufacturer,4,0.4973,530
2026-01-07,Flexible_Display_Topic,5,0.4959,258
2026-01-07,Apple_Display_Topic,6,0.4972,506
2026-01-07,XR_Device_Topic,7,0.4974,497
2026-01-07,Foldable_Display_Topic,8,0.4971,547
2026-01-07,TV_Display_Topic,9,0.4966,547
2026-01-07,Panel_Manufacturer,10,0.4972,507
2026-01-08,Panel_Manufacturer,0,0.5314,473
2026-01-08,Automotive_Display_Topic,1,0.531,474
2026-01-08,Foldable_Display_Topic,2,0.5312,499
2026-01-08,MicroLED_Topic,3,0.5313,426
2026-01-08,Flexible_Display_Topic,4,0.5322,242
2026-01-08,Apple_Display_Topic,5,0.5315,509
2026-01-08,XR_Device_Topic,6,0.5316,448
2026-01-08,Set_Manufacturer,7,0.5309,510
2026-01-08,IT_OLED_Topic,8,0.5311,466
2026-01-08,TV_Display_Topic,9,0.5312,509
2026-01-08,Gaming_Monitor_Topic,10,0.5318,491
2026-01-09,Panel_Manufacturer,0,0.4935,515
2026-01-09,Automotive_Display_Topic,1,0.4939,497
2026-01-09,XR_Device_Topic,2,0.4943,464
2026-01-09,MicroLED_Topic,3,0.4935,357
2026-01-09,Display_Materials_Topic,4,0.4941,441
2026-01-09,Flexible_Display_Topic,5,0.494,433
2026-01-09,TV_Display_Topic,6,0.4939,485
2026-01-09,IT_OLED_Topic,7,0.4942,480
2026-01-09,Foldable_Display_Topic,8,0.4934,327
2026-01-09,Set_Manufacturer,9,0.4938,507
2026-01-09,Quantum_Dot_Topic,10,0.4936,484
2026-01-10,Automotive_Display_Topic,0,0.4966,408
2026-01-10,Flexible_Display_Topic,1,0.4967,423
2026-01-11,Automotive_Display_Topic,0,0.4627,342
2026-01-11,XR_Device_Topic,1,0.4616,262
2026-01-11,TV_Display_Topic,2,0.4621,272
2026-01-11,Panel_Manufacturer,3,0.4613,326
2026-01-11,Flexible_Display_Topic,4,0.4631,379
2026-01-11,Set_Manufacturer,5,0.4636,378
2026-01-12,Smartphone_Display_Topic,0,0.5261,503
2026-01-12,XR_Device_Topic,1,0.5251,357
2026-01-12,Panel_Manufacturer,2,0.5267,349
2026-01-12,TV_Display_Topic,3,0.5255,415
2026-01-12,Set_Manufacturer,4,0.5263,525
2026-01-12,Apple_Display_Topic,5,0.526,448
2026-01-12,Flexible_Display_Topic,6,0.5258,491
2026-01-12,Automotive_Display_Topic,7,0.5252,406
2026-01-13,Platform_Company,0,0.5398,526
2026-01-13,Foldable_Display_Topic,1,0.5402,303
2026-01-13,Transparent_Display_Topic,2,0.5405,191
2026-01-13,XR_Device_Topic,3,0.5398,426
2026-01-13,Panel_Manufacturer,4,0.5395,454
2026-01-13,Automotive_Display_Topic,5,0.5394,457
2026-01-13,TV_Display_Topic,6,0.5396,431
2026-01-13,Set_Manufacturer,7,0.5396,518
2026-01-13,Flexible_Display_Topic,8,0.5395,433
2026-01-13,Display_Materials_Topic,9,0.5393,451
2026-01-13,IT_OLED_Topic,10,0.5395,393
2026-01-14,MicroLED_Topic,0,0.4914,306
2026-01-14,Smartphone_Display_Topic,1,0.4904,364
2026-01-14,XR_Device_Topic,2,0.49,451
2026-01-14,Gaming_Monitor_Topic,3,0.4908,398
2026-01-14,Platform_Company,4,0.4903,397
2026-01-14,Set_Manufacturer,5,0.4904,422
2026-01-14,Apple_Display_Topic,6,0.4899,296
2026-01-14,Flexible_Display_Topic,7,0.49,445
2026-01-15,Apple_Display_Topic,0,0.5152,413
2026-01-15,Platform_Company,1,0.5159,352
2026-01-15,Set_Manufacturer,2,0.5151,420
2026-01-15,Automotive_Display_Topic,3,0.5147,430
2026-01-15,Flexible_Display_Topic,4,0.5147,469
2026-01-15,Smartphone_Display_Topic,5,0.5155,321
2026-01-16,TV_Display_Topic,0,0.4848,385
2026-01-16,Set_Manufacturer,1,0.4857,390
2026-01-16,XR_Device_Topic,2,0.4856,401
2026-01-16,Automotive_Display_Topic,3,0.4866,482
2026-01-16,Gaming_Monitor_Topic,4,0.4854,383
2026-01-16,Flexible_Display_Topic,5,0.4861,426
2026-01-17,Automotive_Display_Topic,0,0.5198,358
2026-01-17,Transparent_Display_Topic,1,0.5194,325
2026-01-17,MicroLED_Topic,2,0.5207,313
2026-01-17,Flexible_Display_Topic,3,0.5199,389
2026-01-18,Set_Manufacturer,0,0.4934,186
2026-01-18,Flexible_Display_Topic,1,0.4925,308
2026-01-19,Flexible_Display_Topic,0,0.5141,333
2026-01-19,Set_Manufacturer,1,0.5145,397
2026-01-20,Gaming_Monitor_Topic,0,0.532,267
2026-01-20,Set_Manufacturer,1,0.5317,369
2026-01-20,Flexible_Display_Topic,2,0.5312,336
2026-01-20,TV_Display_Topic,3,0.5309,393
2026-01-20,Smartphone_Display_Topic,4,0.5315,394
2026-01-21,Apple_Display_Topic,0,0.5089,493
2026-01-21,Panel_Manufacturer,1,0.5083,416
2026-01-21,Gaming_Monitor_Topic,2,0.5084,405
2026-01-21,Set_Manufacturer,3,0.5074,412
2026-01-21,TV_Display_Topic,4,0.5082,459
