org,topic,base_score,topic_share,company_focus,hybrid_score
AMD,0,323.0066,0.0159,0.4033,323.0066
AMD,80,293.0563,0.1308,0.3659,293.0563
AMD,11,185.0326,0.0154,0.2310,185.0326
AMD,38,178.2269,0.0203,0.2225,178.2269
AMD,12,177.6907,0.0215,0.2219,177.6907
AMD,25,167.1094,0.0282,0.2087,167.1094
AMD,55,131.2062,0.0315,0.1638,131.2062
AMD,27,127.0790,0.0150,0.1587,127.0790
AMD,1,122.0908,0.0084,0.1524,122.0908
AMD,9,116.0616,0.0149,0.1449,116.0616
AMD,40,109.2609,0.0616,0.1364,109.2609
AMD,76,109.0276,0.0133,0.1361,109.0276
AMD,32,102.8133,0.0203,0.1284,102.8133
AMD,21,102.7544,0.0199,0.1283,102.7544
AMD,20,101.4348,0.0203,0.1267,101.4348
AMD,6,97.1184,0.0194,0.1213,97.1184
AMD,102,94.2455,0.0172,0.1177,94.2455
AMD,23,93.5315,0.0169,0.1168,93.5315
AMD,43,93.4841,0.0184,0.1167,93.4841
AMD,37,92.0618,0.0230,0.1150,92.0618
AMD,75,87.8728,0.0204,0.1097,87.8728
AMD,36,85.6081,0.0105,0.1069,85.6081
AMD,45,83.8389,0.0168,0.1047,83.8389
AMD,7,83.0970,0.0222,0.1038,83.0970
AMD,19,81.9655,0.0646,0.1023,81.9655
AMD,88,80.6765,0.0404,0.1007,80.6765
AMD,65,77.9034,0.0146,0.0973,77.9034
AMD,35,77.7314,0.0138,0.0971,77.7314
AMD,42,77.4552,0.0257,0.0967,77.4552
AMD,60,74.5095,0.0198,0.0930,74.5095
AMD,66,74.0977,0.0087,0.0925,74.0977
AMD,67,73.1540,0.0097,0.0913,73.1540
AMD,101,70.6718,0.0153,0.0882,70.6718
AMD,3,68.3426,0.0069,0.0853,68.3426
AMD,81,68.2582,0.0176,0.0852,68.2582
AMD,50,64.8244,0.0086,0.0809,64.8244
AMD,72,64.5157,0.0087,0.0806,64.5157
AMD,26,62.2836,0.0161,0.0778,62.2836
AMD,31,56.7527,0.0242,0.0709,56.7527
AMD,93,54.9034,0.0106,0.0686,54.9034
AMD,33,51.4067,0.0122,0.0642,51.4067
AMD,18,50.7954,0.0088,0.0634,50.7954
AMD,51,50.7219,0.0325,0.0633,50.7219
AMD,13,48.5680,0.0073,0.0606,48.5680
AMD,44,48.2585,0.0115,0.0603,48.2585
AMD,96,46.3639,0.0092,0.0579,46.3639
AMD,97,45.9415,0.0123,0.0574,45.9415
AMD,10,44.1598,0.0188,0.0551,44.1598
AMD,17,44.0706,0.0097,0.0550,44.0706
AMD,79,43.6625,0.0123,0.0545,43.6625
AMD,69,43.4337,0.0168,0.0542,43.4337
AMD,8,43.2479,0.0154,0.0540,43.2479
AMD,41,42.6249,0.0075,0.0532,42.6249
AMD,98,42.6249,0.0163,0.0532,42.6249
AMD,16,41.5199,0.0196,0.0518,41.5199
AMD,49,39.6337,0.0131,0.0495,39.6337
AMD,22,38.7157,0.0135,0.0483,38.7157
AMD,4,36.6425,0.0091,0.0458,36.6425
AMD,30,34.7950,0.0073,0.0434,34.7950
AMD,70,33.1660,0.0103,0.0414,33.1660
AMD,85,31.9582,0.0085,0.0399,31.9582
AMD,68,30.6403,0.0127,0.0383,30.6403
AMD,91,30.3433,0.0216,0.0379,30.3433
AMD,61,30.2552,0.0248,0.0378,30.2552
AMD,90,29.6775,0.0080,0.0371,29.6775
AMD,84,28.8737,0.0171,0.0361,28.8737
AMD,94,26.6897,0.0110,0.0333,26.6897
AMD,48,26.0363,0.0564,0.0325,26.0363
AMD,59,25.4768,0.0174,0.0318,25.4768
AMD,54,25.3369,0.0100,0.0316,25.3369
AMD,73,25.1253,0.0081,0.0314,25.1253
AMD,46,24.6465,0.0059,0.0308,24.6465
AMD,78,24.6276,0.0177,0.0308,24.6276
AMD,74,23.5550,0.0073,0.0294,23.5550
AMD,53,23.1820,0.0057,0.0289,23.1820
AMD,86,22.4899,0.0181,0.0281,22.4899
AMD,87,22.4342,0.0181,0.0280,22.4342
AMD,29,21.0220,0.0070,0.0262,21.0220
AMD,28,20.1340,0.0057,0.0251,20.1340
AMD,95,19.1403,0.0064,0.0239,19.1403
AMD,39,18.9960,0.0101,0.0237,18.9960
AMD,89,18.3842,0.0039,0.0230,18.3842
AMD,57,18.0588,0.0075,0.0225,18.0588
AMD,24,16.5893,0.0206,0.0207,16.5893
AMD,82,16.4885,0.0103,0.0206,16.4885
AMD,83,16.0862,0.0075,0.0201,16.0862
AMD,92,15.4595,0.0038,0.0193,15.4595
AMD,14,14.7050,0.0053,0.0184,14.7050
AMD,2,13.5746,0.0033,0.0169,13.5746
AMD,58,10.7241,0.0084,0.0134,10.7241
AMD,63,10.1907,0.0103,0.0127,10.1907
AMD,56,9.9802,0.0138,0.0125,9.9802
AMD,77,9.9201,0.0128,0.0124,9.9201
AMD,52,7.7228,0.0033,0.0096,7.7228
AMD,47,7.7133,0.0078,0.0096,7.7133
AMD,5,6.4987,0.0033,0.0081,6.4987
AMD,64,5.8910,0.0027,0.0074,5.8910
AMD,15,4.8728,0.0051,0.0061,4.8728
AMD,71,4.7146,0.0142,0.0059,4.7146
AMD,62,4.2078,0.0111,0.0053,4.2078
AMD,100,3.0204,0.0046,0.0038,3.0204
AMD,99,2.8334,0.0046,0.0035,2.8334
AMD,34,2.8046,0.0027,0.0035,2.8046
ASUS,0,70.0079,0.0034,0.3229,70.0079
ASUS,19,69.4296,0.0547,0.3202,69.4296
ASUS,17,63.0666,0.0139,0.2909,63.0666
ASUS,1,55.6905,0.0038,0.2568,55.6905
ASUS,7,48.9679,0.0131,0.2258,48.9679
ASUS,50,45.9801,0.0061,0.2121,45.9801
ASUS,72,39.1444,0.0053,0.1805,39.1444
ASUS,11,37.7048,0.0031,0.1739,37.7048
ASUS,3,36.6892,0.0037,0.1692,36.6892
ASUS,101,36.0721,0.0078,0.1664,36.0721
ASUS,27,34.9118,0.0041,0.1610,34.9118
ASUS,67,33.7634,0.0045,0.1557,33.7634
ASUS,66,33.0922,0.0039,0.1526,33.0922
ASUS,93,31.9033,0.0062,0.1471,31.9033
ASUS,36,31.6534,0.0039,0.1460,31.6534
ASUS,76,30.2464,0.0037,0.1395,30.2464
ASUS,74,29.6337,0.0091,0.1367,29.6337
ASUS,46,28.2709,0.0067,0.1304,28.2709
ASUS,13,26.8211,0.0040,0.1237,26.8211
ASUS,70,25.6282,0.0080,0.1182,25.6282
ASUS,99,25.5005,0.0412,0.1176,25.5005
ASUS,80,25.4043,0.0113,0.1172,25.4043
ASUS,40,25.0216,0.0141,0.1154,25.0216
ASUS,51,24.9160,0.0160,0.1149,24.9160
ASUS,38,24.7728,0.0028,0.1143,24.7728
ASUS,44,24.5123,0.0058,0.1130,24.5123
ASUS,18,22.0849,0.0038,0.1019,22.0849
ASUS,90,20.0323,0.0054,0.0924,20.0323
ASUS,32,19.9915,0.0040,0.0922,19.9915
