term,cur,diff,z_like
레노버,15,15,4.77
lg디스플레이,13,12,3.55
lg전자,20,16,3.08
kaist,8,8,2.72
폴더블,9,2,2.20
스마트폰,8,2,1.83
아이패드,4,3,1.50
