term,cur,prev,diff,ma7,z_like,total
레노버,15,0,15,2.571,4.774,71
lg디스플레이,13,1,12,3.143,3.555,127
lg전자,20,4,16,8.143,3.077,213
kaist,8,0,8,1.714,2.722,22
폴더블,9,7,2,3.0,2.196,86
스마트폰,8,6,2,3.0,1.83,84
아이패드,4,1,3,1.0,1.5,16
sk하이닉스,5,5,0,1.857,1.33,45
카카오,2,0,2,0.286,1.117,9
ar,4,2,2,1.714,0.99,39
oled,10,7,3,6.714,0.915,250
화웨이,3,3,0,1.143,0.898,14
lcd,2,1,1,0.571,0.814,19
hp,3,5,-2,1.286,0.803,21
dell,1,0,1,0.143,0.622,3
도우인시스,1,0,1,0.143,0.622,2
설비투자,1,0,1,0.143,0.622,2
폭스바겐,1,0,1,0.143,0.622,1
해상도,1,0,1,0.143,0.622,3
메타,2,0,2,0.857,0.593,15
샤오미,1,0,1,0.286,0.465,27
선익시스템,1,0,1,0.286,0.465,4
하이센스,1,1,0,0.286,0.465,4
lg화학,1,0,1,0.429,0.345,17
구글,3,4,-1,2.429,0.223,39
asus,1,0,1,0.714,0.155,20
아이폰,4,8,-4,3.571,0.148,80
애플,10,12,-2,9.429,0.14,222
엔비디아,3,3,0,2.714,0.108,221
tsmc,1,0,1,1.0,0.0,11
갤럭시,1,1,0,1.0,0.0,69
xr,3,5,-2,3.0,0.0,93
디스플레이,6,4,2,6.286,-0.081,202
모니터,1,0,1,1.429,-0.195,94
tv,3,5,-2,4.714,-0.541,207
삼성전자,4,9,-5,15.571,-2.34,477
