term,cur,diff,z_like
lg디스플레이,14,12,4.66
tcl,9,7,2.57
구글,14,9,2.38
ar,9,9,2.37
소니,10,8,2.30
레노버,7,7,2.07
모니터,12,10,2.04
etri,4,4,1.95
harman,4,4,1.95
벤큐,4,4,1.95
