term,cur,prev,diff,ma7,z_like,total
lg디스플레이,14,2,12,2.286,4.664,130
tcl,9,2,7,2.429,2.569,85
구글,14,5,9,5.857,2.381,78
ar,9,0,9,2.714,2.374,50
소니,10,2,8,3.429,2.304,29
레노버,7,0,7,2.0,2.071,92
모니터,12,2,10,5.286,2.035,167
etri,4,0,4,0.571,1.953,8
harman,4,0,4,0.571,1.953,4
벤큐,4,0,4,0.571,1.953,13
갤럭시,7,1,6,2.286,1.877,107
엔비디아,7,3,4,2.286,1.877,177
oled,20,4,16,13.571,1.372,324
qled,2,0,2,0.429,0.95,41
sk하이닉스,3,0,3,1.143,0.898,72
픽셀,2,1,1,0.571,0.814,5
폴더블,5,5,0,3.143,0.67,114
4k,1,0,1,0.143,0.622,4
고효율,1,0,1,0.143,0.622,2
생산능력,1,0,1,0.143,0.622,17
애플,10,11,-1,7.714,0.605,279
xr,4,3,1,2.571,0.549,118
기아,1,0,1,0.429,0.345,21
노트북,4,3,1,3.143,0.309,130
asus,1,0,1,0.571,0.244,25
hp,1,0,1,0.571,0.244,29
아마존,1,1,0,0.571,0.244,10
고성능,1,2,-1,0.857,0.074,21
인텔,1,0,1,1.0,0.0,38
삼성전자,12,9,3,12.143,-0.032,486
스마트폰,3,10,-7,3.429,-0.15,107
lcd,1,0,1,1.429,-0.195,36
디스플레이,3,2,1,3.714,-0.244,214
vr,1,0,1,1.714,-0.309,55
아이폰,1,5,-4,2.714,-0.648,115
모바일,1,1,0,3.857,-0.964,72
tv,10,5,5,18.429,-1.592,361
lg전자,2,3,-1,11.714,-2.197,228
