term,cur,prev,diff,total,ma7,z_like
알파벳,5,3,2,15,1.571,1.521
기아,4,0,4,42,1.429,1.171
인텔,3,0,3,32,0.857,1.113
맥북,3,2,1,36,0.857,1.113
amd,3,1,2,16,1.0,1.0
아이맥,2,1,1,3,0.429,0.95
고성능,2,0,2,9,0.429,0.95
태블릿,2,0,2,11,0.429,0.95
모니터,5,3,2,98,2.714,0.863
capex,1,0,1,1,0.143,0.622
필립스,1,0,1,1,0.143,0.622
텐센트,1,0,1,2,0.143,0.622
노키아,1,0,1,4,0.143,0.622
비보,1,0,1,6,0.286,0.465
dell,1,0,1,9,0.286,0.465
lg전자,9,2,7,267,7.286,0.463
소니,1,1,0,7,0.429,0.345
lcd,1,1,0,15,0.571,0.244
sharp,1,0,1,28,0.857,0.074
공급망,1,1,0,47,0.857,0.074
스마트폰,3,2,1,105,3.0,0.0
xr,3,1,2,97,4.286,-0.419
