term,cur,prev,diff,total,ma7,z_like
디스플레이,16,12,4,203,5.714,3.034
삼성전자,14,32,-18,456,20.571,-1.187
노트북,8,1,7,100,3.143,1.752
tv,8,7,1,295,12.286,-0.951
oled,7,12,-5,297,11.0,-0.927
lg전자,6,2,4,329,12.0,-1.344
bmw,4,11,-7,23,2.286,0.682
lg디스플레이,4,1,3,142,5.429,-0.429
ar,3,0,3,44,1.0,1.0
asus,2,0,2,14,0.286,1.117
레노버,2,1,1,84,0.714,0.697
현대모비스,2,1,1,64,1.429,0.26
애플,2,5,-3,169,3.714,-0.586
woled,1,0,1,5,0.143,0.622
google,1,0,1,1,0.143,0.622
리벨리온,1,0,1,1,0.143,0.622
지멘스,1,0,1,1,0.143,0.622
tsmc,1,0,1,21,0.286,0.465
오포,1,1,0,5,0.286,0.465
주사율,1,0,1,12,0.429,0.345
양산,1,0,1,17,0.571,0.244
갤럭시,1,1,0,93,0.714,0.155
구글,1,0,1,66,1.0,0.0
아이폰,1,1,0,78,1.857,-0.363
xr,1,3,-2,87,2.143,-0.464
스마트폰,1,7,-6,110,2.571,-0.604
폴더블,1,3,-2,98,2.571,-0.604
모바일,1,10,-9,74,3.571,-0.89
모니터,1,4,-3,186,11.286,-2.359
