cluster_id,keywords
0,반도체
1,"스마트폰, 구글, 폴더블, 미국, 소재, 게임, 마이크, 전기, 디자, 신제품, 흐름, 휴머노이드, 서버, 증착, 오디오, 유플러스, 폴드8, 버튼, 적용, 증가, 추가, 대형, 언론, 디스플레이, 공간, 교수, 상품, 원장, 대규모, 대상, 문제, 정보, 결과, 높이, 선택, 위치, 광고, 전환, 다음, 한양대, 연결, 지난달, 화면, 핵심, 군공항, 회사, 공개, 가능성, 속도"
2,중국
3,여름
4,"애플, 아이폰"
5,"모니터, 노트북, 인텔"
6,"환경, 인프라, 공장, 계획, 투자, 제조, 개발, 생산, 모터, 분석, 통합, 설계, 구축, 플랫폼"
7,갤럭시
