term,cur,prev,diff,ma7,z_like,total,date
아이폰,1,4,-3,2.0,-0.414,69,2026-08-09
스마트폰,1,5,-4,2.714,-0.648,102,2026-08-09
구글,2,11,-9,4.857,-0.892,78,2026-08-09
tv,3,21,-18,6.143,-0.904,140,2026-08-09
sk하이닉스,1,13,-12,4.0,-1.0,126,2026-08-09
lg전자,6,20,-14,10.286,-1.019,264,2026-08-09
애플,3,14,-11,7.143,-1.128,268,2026-08-09
oled,1,9,-8,6.0,-1.449,359,2026-08-09
삼성전자,1,10,-9,6.143,-1.478,299,2026-08-09
갤럭시,2,13,-11,7.714,-1.513,293,2026-08-09
애플,22,3,19,10.143,2.833,285,2026-08-10
kaist,7,0,7,2.286,1.877,23,2026-08-10
맥북,4,0,4,0.857,1.632,14,2026-08-10
byd,2,0,2,0.571,0.814,12,2026-08-10
폭스바겐,1,0,1,0.143,0.622,1,2026-08-10
아이폰,4,1,3,2.429,0.614,70,2026-08-10
하이센스,2,0,2,0.857,0.593,10,2026-08-10
기아,1,1,0,0.571,0.244,36,2026-08-10
sk하이닉스,5,1,4,4.429,0.184,108,2026-08-10
bmw,1,0,1,0.714,0.155,16,2026-08-10
lcd,1,0,1,0.714,0.155,21,2026-08-10
샤오미,1,0,1,0.714,0.155,13,2026-08-10
스마트폰,3,1,2,2.857,0.053,103,2026-08-10
ar,2,0,2,2.143,-0.058,51,2026-08-10
노트북,3,3,0,3.571,-0.198,103,2026-08-10
양산,1,1,0,1.857,-0.363,33,2026-08-10
엔비디아,1,1,0,2.0,-0.414,82,2026-08-10
lg전자,8,6,2,9.714,-0.416,264,2026-08-10
공급망,1,1,0,2.143,-0.464,53,2026-08-10
삼성전자,5,1,4,6.714,-0.477,292,2026-08-10
tv,4,3,1,6.0,-0.58,136,2026-08-10
hp,1,0,1,2.571,-0.604,52,2026-08-10
디스플레이,1,0,1,2.571,-0.604,238,2026-08-10
oled,3,1,2,5.714,-0.801,338,2026-08-10
폴더블,1,0,1,5.143,-1.268,189,2026-08-10
인텔,16,0,16,2.429,5.305,43,2026-08-11
양산,12,1,11,2.143,4.001,44,2026-08-11
기아,8,1,7,1.429,2.994,43,2026-08-11
메타,5,0,5,0.857,2.151,26,2026-08-11
애플,22,22,0,12.429,2.115,291,2026-08-11
애플워치,4,0,4,0.571,1.953,5,2026-08-11
올레드,3,0,3,0.571,1.383,12,2026-08-11
갤럭시,13,0,13,8.286,1.215,300,2026-08-11
asus,3,0,3,1.0,1.0,9,2026-08-11
tv,10,4,6,6.571,0.962,143,2026-08-11
apple,2,0,2,0.429,0.95,5,2026-08-11
소니,2,0,2,0.429,0.95,11,2026-08-11
엔비디아,4,1,3,2.286,0.682,86,2026-08-11
uhd,1,0,1,0.143,0.622,2,2026-08-11
고성능,1,0,1,0.143,0.622,7,2026-08-11
고효율,1,0,1,0.143,0.622,4,2026-08-11
도우인시스,1,0,1,0.143,0.622,1,2026-08-11
xr,4,0,4,2.571,0.549,80,2026-08-11
intel,1,0,1,0.286,0.465,2,2026-08-11
폴더블,7,1,6,5.571,0.425,195,2026-08-11
레노버,1,0,1,0.429,0.345,52,2026-08-11
메이트북,1,0,1,0.429,0.345,3,2026-08-11
스마트워치,1,0,1,0.429,0.345,8,2026-08-11
모니터,4,0,4,3.143,0.309,75,2026-08-11
공급망,3,1,2,2.286,0.284,55,2026-08-11
lg디스플레이,2,0,2,1.429,0.26,136,2026-08-11
모바일,1,0,1,0.571,0.244,40,2026-08-11
노트북,4,3,1,3.429,0.2,106,2026-08-11
태블릿,1,0,1,0.714,0.155,11,2026-08-11
화웨이,1,0,1,0.857,0.074,12,2026-08-11
lg전자,9,8,1,8.714,0.072,269,2026-08-11
아이폰,2,4,-2,2.286,-0.114,68,2026-08-11
ar,1,2,-1,1.714,-0.309,51,2026-08-11
oled,4,3,1,5.571,-0.468,341,2026-08-11
스마트폰,1,3,-2,2.286,-0.512,102,2026-08-11
삼성전자,5,5,0,7.0,-0.549,293,2026-08-11
디스플레이,1,1,0,2.429,-0.558,238,2026-08-11
hp,1,1,0,2.714,-0.648,53,2026-08-11
구글,2,0,2,4.143,-0.706,78,2026-08-11
sk하이닉스,1,5,-4,4.286,-1.07,103,2026-08-11
삼성전자,40,5,35,10.714,6.853,328,2026-08-12
폴더블,31,7,24,8.571,5.71,225,2026-08-12
한화솔루션,10,0,10,1.571,3.74,12,2026-08-12
ar,6,1,5,1.571,1.965,57,2026-08-12
모바일,4,1,3,0.857,1.632,44,2026-08-12
vr,4,0,4,1.0,1.5,10,2026-08-12
tv,13,10,3,7.714,1.399,153,2026-08-12
스마트폰,5,1,4,2.571,0.933,107,2026-08-12
모니터,5,4,1,2.571,0.933,77,2026-08-12
oled,8,4,4,5.571,0.723,345,2026-08-12
meta,1,0,1,0.143,0.622,2,2026-08-12
postech,1,0,1,0.143,0.622,1,2026-08-12
롤러블,1,0,1,0.143,0.622,6,2026-08-12
벤츠,1,0,1,0.143,0.622,7,2026-08-12
수율,1,0,1,0.143,0.622,5,2026-08-12
아마존,1,0,1,0.143,0.622,27,2026-08-12
아이패드,1,0,1,0.143,0.622,12,2026-08-12
태블릿,2,1,1,0.857,0.593,11,2026-08-12
boe,1,0,1,0.286,0.465,13,2026-08-12
퀄컴,1,0,1,0.286,0.465,36,2026-08-12
고성능,1,1,0,0.286,0.465,8,2026-08-12
레노버,1,1,0,0.286,0.465,53,2026-08-12
xr,4,4,0,2.857,0.425,84,2026-08-12
tsmc,1,0,1,0.429,0.345,23,2026-08-12
알파벳,1,0,1,0.429,0.345,18,2026-08-12
애플,15,22,-7,13.429,0.337,292,2026-08-12
공급망,3,3,0,2.286,0.284,58,2026-08-12
벤큐,1,0,1,0.571,0.244,16,2026-08-12
apple,1,2,-1,0.571,0.244,6,2026-08-12
디스플레이,3,1,2,2.429,0.223,241,2026-08-12
양산,3,12,-9,2.429,0.223,47,2026-08-12
삼성디스플레이,1,0,1,0.714,0.155,59,2026-08-12
샤오미,1,0,1,0.714,0.155,10,2026-08-12
올레드,1,3,-2,0.714,0.155,12,2026-08-12
아이폰,2,2,0,2.143,-0.058,69,2026-08-12
노트북,2,4,-2,2.571,-0.219,105,2026-08-12
기아,1,8,-7,1.571,-0.254,44,2026-08-12
인텔,2,16,-14,2.714,-0.27,39,2026-08-12
sk하이닉스,3,1,2,4.0,-0.333,104,2026-08-12
구글,3,2,1,4.143,-0.377,78,2026-08-12
hp,1,1,0,2.143,-0.464,54,2026-08-12
lg전자,7,9,-2,9.143,-0.533,272,2026-08-12
갤럭시,2,13,-11,6.429,-1.253,301,2026-08-12
디스플레이,14,3,11,3.571,3.609,240,2026-08-13
lg디스플레이,12,0,12,2.714,3.507,143,2026-08-13
oled,19,8,11,7.143,3.229,356,2026-08-13
모니터,9,5,4,3.286,2.032,85,2026-08-13
아이폰,8,2,6,3.0,1.83,68,2026-08-13
설비투자,4,0,4,0.714,1.781,7,2026-08-13
boe,3,1,2,0.714,1.239,15,2026-08-13
tsmc,3,1,2,0.714,1.239,23,2026-08-13
픽셀,2,0,2,0.286,1.117,7,2026-08-13
lg전자,14,7,7,9.714,1.041,275,2026-08-13
sharp,2,0,2,0.429,0.95,20,2026-08-13
아마존,2,1,1,0.429,0.95,29,2026-08-13
엔비디아,4,0,4,1.857,0.907,89,2026-08-13
lcd,2,0,2,0.714,0.697,21,2026-08-13
삼성디스플레이,2,1,1,0.714,0.697,59,2026-08-13
폴더블,12,31,-19,9.286,0.671,233,2026-08-13
capex,1,0,1,0.143,0.622,2,2026-08-13
rollable,1,0,1,0.143,0.622,1,2026-08-13
마이크로소프트,1,0,1,0.143,0.622,8,2026-08-13
발광층,1,0,1,0.143,0.622,1,2026-08-13
아이맥,1,0,1,0.143,0.622,4,2026-08-13
수율,1,1,0,0.286,0.465,6,2026-08-13
구글,5,3,2,3.714,0.439,80,2026-08-13
hp,2,1,1,1.286,0.335,56,2026-08-13
소니,1,0,1,0.571,0.244,12,2026-08-13
샤오미,1,1,0,0.571,0.244,11,2026-08-13
asus,1,0,1,0.714,0.155,10,2026-08-13
맥북,1,0,1,0.857,0.074,15,2026-08-13
메타,1,0,1,1.0,0.0,27,2026-08-13
스마트폰,3,5,-2,3.0,0.0,106,2026-08-13
모바일,1,4,-3,1.0,0.0,44,2026-08-13
tv,8,13,-5,8.429,-0.11,159,2026-08-13
sk하이닉스,3,3,0,3.714,-0.244,99,2026-08-13
ar,1,6,-5,1.571,-0.254,58,2026-08-13
양산,2,3,-1,2.714,-0.27,49,2026-08-13
카카오,1,0,1,1.857,-0.363,20,2026-08-13
삼성전자,9,40,-31,10.857,-0.432,325,2026-08-13
노트북,1,2,-1,2.286,-0.512,104,2026-08-13
xr,1,4,-3,2.429,-0.558,81,2026-08-13
인텔,1,2,-1,2.714,-0.648,39,2026-08-13
갤럭시,4,2,2,6.571,-0.722,296,2026-08-13
애플,8,15,-7,13.429,-1.164,292,2026-08-13
