term,cur,prev,diff,total,ma7,z_like
애플,14,22,-8,399,21.571,-1.341
폴더블,9,7,2,277,14.857,-1.207
아이폰,7,20,-13,227,16.571,-1.888
xr,5,6,-1,83,3.857,0.386
tv,5,13,-8,229,6.571,-0.441
sk하이닉스,3,4,-1,55,1.571,0.634
벤큐,2,0,2,13,1.143,0.414
스마트폰,2,3,-1,92,4.143,-0.706
lg전자,2,1,1,307,6.286,-1.222
삼성전자,2,9,-7,509,6.857,-1.342
한미반도체,1,0,1,12,0.143,0.622
애플워치,1,0,1,4,0.143,0.622
벤츠,1,0,1,41,0.286,0.465
카카오,1,0,1,34,0.286,0.465
수율,1,0,1,14,0.286,0.465
vr,1,1,0,14,0.429,0.345
퀄컴,1,0,1,21,0.571,0.244
ar,1,0,1,59,0.857,0.074
kaist,1,0,1,23,0.857,0.074
4k,1,0,1,14,1.143,-0.069
인텔,1,0,1,24,1.714,-0.309
노트북,1,1,0,125,3.429,-0.852
모니터,1,9,-8,169,5.286,-1.299
디스플레이,1,4,-3,205,5.714,-1.39
레노버,1,1,0,127,6.0,-1.449
