term,cur,prev,diff,total,ma7,z_like
lg전자,13,3,10,261,4.857,2.542
sk하이닉스,6,1,5,64,2.286,1.479
인텔,3,0,3,91,0.714,1.239
노트북,5,2,3,122,2.429,1.005
생산능력,2,0,2,5,0.429,0.95
한화솔루션,2,0,2,6,0.714,0.697
갤럭시,4,2,2,75,2.286,0.682
nvidia,1,0,1,1,0.143,0.622
저전력,1,0,1,1,0.143,0.622
샤프,1,0,1,2,0.143,0.622
csot,1,0,1,4,0.143,0.622
고효율,1,0,1,14,0.143,0.622
엔비디아,4,1,3,62,2.429,0.614
bmw,1,0,1,6,0.286,0.465
벤츠,1,0,1,53,0.286,0.465
오포,1,1,0,3,0.429,0.345
공급망,1,0,1,14,0.571,0.244
tsmc,1,1,0,25,0.571,0.244
모바일,1,1,0,28,0.857,0.074
스마트폰,2,1,1,85,2.0,0.0
byd,1,1,0,16,1.429,-0.195
한미반도체,1,0,1,20,2.571,-0.604
