term,cur,prev,diff,total,ma7,z_like
레노버,18,0,18,68,3.0,5.49
oled,24,1,23,359,7.571,4.379
생산능력,9,0,9,13,1.286,3.615
fmm,7,0,7,8,1.143,2.831
tsmc,4,0,4,15,0.857,1.632
삼성디스플레이,3,0,3,65,0.571,1.383
필립스,2,0,2,6,0.286,1.117
퀄컴,2,0,2,35,0.571,0.814
아이패드,3,1,2,15,1.286,0.803
갤럭시탭,1,0,1,1,0.143,0.622
올레드,1,0,1,6,0.143,0.622
fhd,1,0,1,7,0.143,0.622
byd,1,0,1,9,0.143,0.622
apple,1,0,1,3,0.286,0.465
4k,1,0,1,4,0.286,0.465
카카오,1,0,1,31,0.286,0.465
저전력,1,0,1,5,0.429,0.345
asus,1,0,1,11,0.429,0.345
양산,1,0,1,25,0.571,0.244
딥엑스,1,0,1,5,0.714,0.155
노트북,5,2,3,128,4.571,0.137
공급망,1,1,0,23,1.0,0.0
스마트폰,2,2,0,116,5.0,-0.927
모니터,1,1,0,131,4.286,-1.07
