term,cur,prev,diff,ma7,z_like,total
카카오,16,0,16,2.714,5.018,37
삼성디스플레이,14,0,14,2.286,4.664,59
oled,27,11,16,8.857,4.563,302
모니터,17,0,17,3.714,4.539,88
디스플레이,13,4,9,4.143,2.918,223
amd,5,0,5,0.714,2.323,13
tv,10,5,5,5.286,1.429,376
현대모비스,4,0,4,1.429,1.171,49
패드,2,0,2,0.286,1.117,4
lg전자,9,13,-4,5.571,1.02,265
삼성전자,15,6,9,11.286,0.852,396
구글,4,1,3,2.0,0.828,54
모바일,3,1,2,1.286,0.803,31
노트북,5,5,0,2.857,0.797,119
폴더블,4,0,4,2.286,0.682,47
양산,3,0,3,1.571,0.634,64
샤오미,1,0,1,0.143,0.622,6
증착,1,0,1,0.143,0.622,1
메타,2,0,2,1.0,0.5,28
마이크로소프트,1,0,1,0.286,0.465,4
시스코,1,0,1,0.286,0.465,2
nvidia,1,1,0,0.286,0.465,2
벤츠,1,1,0,0.286,0.465,52
저전력,1,1,0,0.286,0.465,2
벤큐,1,0,1,0.429,0.345,10
퀄컴,1,0,1,0.429,0.345,7
소니,1,0,1,0.571,0.244,87
아마존,1,0,1,0.571,0.244,11
tsmc,1,1,0,0.571,0.244,25
애플,6,1,5,5.286,0.217,161
sk하이닉스,3,6,-3,2.571,0.165,63
tcl,1,0,1,0.714,0.155,118
선익시스템,1,0,1,0.714,0.155,25
한화솔루션,1,2,-1,0.857,0.074,7
스마트폰,2,2,0,1.857,0.06,82
태블릿,1,0,1,1.0,0.0,13
아이폰,2,0,2,2.286,-0.114,66
갤럭시,2,4,-2,2.571,-0.219,74
한미반도체,2,1,1,2.857,-0.319,22
엔비디아,1,4,-3,2.571,-0.604,52
xr,1,0,1,3.143,-0.773,65
lg디스플레이,1,3,-2,5.571,-1.36,126
lcd,1,3,-2,6.286,-1.507,60
