term,cur,prev,diff,ma7,z_like,total
선익시스템,10,0,10,2.714,2.752,33
아이폰,9,1,8,3.857,1.735,99
디스플레이,15,0,15,9.0,1.5,241
lcd,2,0,2,0.286,1.117,17
tsmc,3,1,2,0.857,1.113,13
레노버,3,0,3,1.0,1.0,43
갤럭시,9,1,8,5.714,0.969,89
amd,2,0,2,0.571,0.814,8
hdr,1,0,1,0.143,0.622,1
woled,1,0,1,0.143,0.622,2
구글,3,3,0,1.714,0.557,38
지멘스,1,1,0,0.286,0.465,2
lg디스플레이,5,0,5,3.714,0.439,118
xr,4,0,4,3.0,0.366,129
lg전자,11,4,7,9.571,0.349,299
bmw,1,0,1,0.429,0.345,15
카카오,1,0,1,0.429,0.345,12
sharp,2,0,2,1.429,0.26,24
기아,1,0,1,0.571,0.244,23
스마트폰,4,0,4,3.429,0.2,92
모바일,1,0,1,0.857,0.074,31
sk하이닉스,8,2,6,8.0,0.0,133
boe,1,1,0,1.0,0.0,38
노트북,2,3,-1,2.429,-0.168,103
oled,8,4,4,9.143,-0.284,261
인텔,1,6,-5,1.714,-0.309,32
폴더블,4,1,3,5.857,-0.543,157
삼성디스플레이,2,0,2,3.571,-0.544,62
애플,8,14,-6,10.571,-0.605,331
삼성전자,12,5,7,15.0,-0.616,399
tv,2,3,-1,4.571,-0.819,236
모니터,1,3,-2,4.143,-1.035,100
