term,cur,prev,diff,total,ma7,z_like
byd,2,0,2,12,0.571,0.814
lcd,1,0,1,18,0.143,0.622
갤럭시,4,1,3,81,2.714,0.486
폭스바겐,1,1,0,5,0.286,0.465
맥북,1,0,1,14,0.571,0.244
lg디스플레이,2,0,2,123,1.571,0.19
아이폰,3,1,2,110,2.571,0.165
올레드,2,0,2,30,1.714,0.124
구글,2,1,1,53,1.857,0.06
아이패드,1,0,1,13,1.0,0.0
sk하이닉스,1,0,1,81,1.0,0.0
모바일,1,0,1,39,1.143,-0.069
메타,1,1,0,31,1.286,-0.134
엔비디아,1,1,0,84,2.286,-0.512
모니터,1,1,0,90,2.571,-0.604
폴더블,1,0,1,154,2.714,-0.648
디스플레이,3,0,3,247,7.429,-1.189
oled,4,0,4,339,9.0,-1.25
