term,cur,prev,diff,total,ma7,z_like
xr,8,0,8,129,2.714,1.996
고성능,4,1,3,28,0.714,1.781
hp,2,0,2,19,0.571,0.814
아이폰,5,1,4,74,2.857,0.797
태블릿,2,1,1,22,0.714,0.697
llo,1,0,1,1,0.143,0.622
롤러블,1,0,1,2,0.143,0.622
비보,1,0,1,2,0.143,0.622
맥북,1,0,1,28,0.143,0.622
아이패드,1,0,1,33,0.143,0.622
lg디스플레이,8,0,8,116,6.286,0.489
구글,2,0,2,37,1.143,0.414
스마트폰,3,2,1,76,2.143,0.348
갤럭시,2,0,2,100,1.286,0.335
기아,2,0,2,21,2.0,0.0
양산,1,0,1,18,1.0,0.0
sk하이닉스,2,1,1,49,2.143,-0.058
노트북,3,3,0,102,3.286,-0.102
애플,3,3,0,234,5.286,-0.693
레노버,1,1,0,77,4.571,-1.138
