term,cur,prev,diff,ma7,z_like,total
기아,3,0,3,0.571,1.383,38
노트북,8,0,8,4.714,1.036,155
amd,1,0,1,0.143,0.622,9
cluster,1,0,1,0.143,0.622,1
kaist,1,0,1,0.143,0.622,16
lg화학,1,0,1,0.143,0.622,10
vr,1,0,1,0.143,0.622,8
bmw,1,0,1,0.286,0.465,7
화웨이,1,0,1,0.286,0.465,30
갤럭시,4,4,0,3.0,0.366,78
아마존,1,0,1,0.429,0.345,15
알파벳,1,0,1,0.429,0.345,5
구글,2,2,0,1.857,0.06,50
sk하이닉스,1,1,0,1.0,0.0,79
공급망,1,0,1,1.143,-0.069,45
메타,1,1,0,1.429,-0.195,31
엔비디아,2,1,1,2.571,-0.219,84
lg전자,7,8,-1,8.143,-0.297,240
올레드,1,2,-1,1.857,-0.363,31
모니터,1,1,0,2.286,-0.512,81
xr,1,1,0,2.714,-0.648,115
애플,4,8,-4,8.429,-1.135,257
hp,1,0,1,5.857,-1.42,63
oled,2,4,-2,8.714,-1.699,335
디스플레이,1,3,-2,7.286,-1.699,239
tv,2,8,-6,15.857,-2.781,404
삼성전자,10,4,6,28.143,-2.878,591
