term,cur,prev,diff,ma7,z_like,total
lg전자,19,7,12,6.714,3.421,284
모바일,5,0,5,0.857,2.151,35
lg디스플레이,6,4,2,2.714,1.241,74
공급망,3,1,2,1.286,0.803,49
sharp,2,1,1,0.714,0.697,11
tsmc,2,1,1,0.714,0.697,11
ar,2,3,-1,0.714,0.697,24
sk하이닉스,3,1,2,1.571,0.634,55
dell,1,0,1,0.143,0.622,11
inspection,1,0,1,0.143,0.622,2
microled,1,0,1,0.143,0.622,1
비보,1,0,1,0.143,0.622,3
샤프,1,0,1,0.143,0.622,1
슬라이더블,1,0,1,0.143,0.622,1
아이패드,1,0,1,0.143,0.622,4
카카오,1,0,1,0.143,0.622,13
갤럭시,2,0,2,0.857,0.593,52
xr,4,2,2,2.714,0.486,97
vr,1,1,0,0.286,0.465,13
스마트폰,3,4,-1,2.0,0.414,97
도우인시스,1,0,1,0.429,0.345,5
bmw,1,1,0,0.429,0.345,12
kaist,1,1,0,0.429,0.345,19
asus,1,0,1,0.571,0.244,11
amd,1,1,0,0.571,0.244,30
소니,1,1,0,0.571,0.244,15
삼성전자,13,10,3,12.286,0.159,527
boe,1,1,0,0.714,0.155,28
인텔,1,1,0,0.714,0.155,55
byd,1,2,-1,0.714,0.155,10
구글,3,3,0,2.714,0.108,129
고성능,1,0,1,0.857,0.074,21
노트북,3,1,2,3.0,0.0,111
모니터,2,1,1,2.429,-0.168,161
메타,1,0,1,1.429,-0.195,34
아이폰,1,5,-4,2.143,-0.464,43
oled,7,2,5,9.0,-0.5,309
폴더블,1,6,-5,2.286,-0.512,62
엔비디아,4,6,-2,7.429,-0.92,245
디스플레이,2,7,-5,5.286,-0.996,194
tv,5,2,3,10.143,-1.229,262
애플,3,10,-7,7.857,-1.277,160
