term,cur,prev,diff,total,ma7,z_like
kaist,18,0,18,24,2.714,5.774
hp,19,0,19,58,3.857,5.109
올레드,15,0,15,37,3.143,4.276
디스플레이,22,1,21,259,13.143,1.915
oled,31,1,30,463,22.143,1.552
xr,4,1,3,59,1.571,1.078
삼성디스플레이,11,0,11,172,7.857,0.826
gram,1,0,1,1,0.143,0.622
생산능력,1,0,1,3,0.143,0.622
픽셀,1,0,1,5,0.286,0.465
vr,1,0,1,8,0.429,0.345
노트북,7,2,5,97,5.857,0.334
구글,2,0,2,42,1.429,0.26
tsmc,1,0,1,13,0.571,0.244
인텔,3,0,3,30,2.714,0.108
sk하이닉스,1,0,1,34,0.857,0.074
공급망,1,0,1,18,1.0,0.0
샤오미,1,0,1,14,1.143,-0.069
현대모비스,1,0,1,43,1.286,-0.134
애플,4,3,1,145,4.714,-0.225
amd,1,0,1,28,1.571,-0.254
모니터,5,1,4,206,7.143,-0.583
모바일,1,0,1,83,2.857,-0.69
퀄컴,1,1,0,31,3.571,-0.89
tv,11,3,8,373,17.286,-1.219
엔비디아,1,1,0,76,5.714,-1.39
