term,cur,prev,diff,ma7,z_like,total
폴더블,9,4,5,2.857,2.283,55
엔비디아,8,1,7,3.143,1.752,60
kaist,3,0,3,0.429,1.554,22
레노버,3,0,3,0.571,1.383,34
fhd,2,0,2,0.286,1.117,2
애플,8,6,2,5.571,0.723,163
google,1,0,1,0.143,0.622,1
그램,1,0,1,0.143,0.622,4
설비투자,1,0,1,0.143,0.622,5
갤럭시,4,2,2,2.429,0.614,75
공급망,2,0,2,0.857,0.593,14
모니터,6,17,-11,4.286,0.558,90
양산,3,3,0,1.714,0.557,66
원익ips,1,0,1,0.286,0.465,4
디스플레이,6,13,-7,4.714,0.405,218
nvidia,1,1,0,0.429,0.345,3
시스코,1,1,0,0.429,0.345,3
노트북,4,5,-1,3.143,0.309,118
퀄컴,1,1,0,0.571,0.244,8
boe,1,0,1,0.714,0.155,28
맥북,1,0,1,0.714,0.155,20
hp,1,0,1,0.857,0.074,60
tv,5,10,-5,5.571,-0.17,374
ar,1,0,1,1.429,-0.195,43
sk하이닉스,2,3,-1,2.571,-0.219,63
삼성전자,10,15,-5,11.0,-0.232,400
xr,1,1,0,1.714,-0.309,62
스마트폰,1,2,-1,1.714,-0.309,82
구글,1,4,-3,2.0,-0.414,52
삼성디스플레이,1,14,-13,2.429,-0.558,60
한미반도체,1,2,-1,2.714,-0.648,22
카카오,1,16,-15,2.857,-0.69,38
lg전자,3,9,-6,5.571,-0.765,236
oled,5,27,-22,9.143,-1.03,304
lg디스플레이,1,1,0,5.429,-1.33,125
lcd,1,1,0,6.429,-1.535,60
