term,cur,prev,diff,total,ma7,z_like
oled,56,2,54,392,11.857,9.934
lg디스플레이,17,0,17,134,3.571,4.647
디스플레이,14,7,7,257,8.0,1.567
tv,13,32,-19,443,15.571,-0.52
애플,12,4,8,260,8.0,1.045
삼성전자,12,36,-24,620,26.571,-2.368
삼성디스플레이,9,0,9,97,1.714,3.155
인텔,7,1,6,44,1.714,2.289
xr,5,8,-3,127,3.286,0.609
lg전자,5,9,-4,250,8.429,-0.878
노트북,4,15,-11,168,4.857,-0.268
퀄컴,3,0,3,17,0.714,1.239
sk하이닉스,3,0,3,80,0.857,1.113
amd,2,1,1,12,0.571,0.814
아이폰,2,0,2,110,1.571,0.19
갤럭시,2,3,-1,76,3.143,-0.412
고휘도,1,0,1,1,0.143,0.622
스트레처블,1,0,1,1,0.143,0.622
tsmc,1,1,0,20,0.286,0.465
맥북,1,0,1,13,0.286,0.465
양산,1,1,0,49,0.571,0.244
알파벳,1,0,1,6,0.571,0.244
kaist,1,4,-3,21,0.857,0.074
공급망,1,1,0,47,1.0,0.0
스마트폰,1,3,-2,112,1.429,-0.195
hp,1,3,-2,67,1.714,-0.309
엔비디아,1,1,0,86,1.857,-0.363
구글,1,2,-1,50,1.857,-0.363
