term,cur,prev,diff,ma7,z_like,total
폴더블,12,8,4,3.143,3.194,93
삼성전자,28,14,14,17.571,2.009,563
xr,8,0,8,2.714,1.996,129
lg전자,14,16,-2,6.857,1.974,199
엔비디아,16,7,9,8.571,1.891,236
고성능,4,1,3,0.714,1.781,28
oled,22,32,-10,13.857,1.724,287
삼성디스플레이,12,36,-24,8.143,1.001,93
boe,4,8,-4,1.714,0.99,34
hp,2,0,2,0.571,0.814,19
아이폰,5,1,4,2.857,0.797,74
태블릿,2,1,1,0.714,0.697,22
디스플레이,12,13,-1,9.429,0.632,196
llo,1,0,1,0.143,0.622,1
롤러블,1,0,1,0.143,0.622,2
맥북,1,0,1,0.143,0.622,28
비보,1,0,1,0.143,0.622,2
아이패드,1,0,1,0.143,0.622,33
사이니지,2,5,-3,1.0,0.5,13
lg디스플레이,8,0,8,6.286,0.489,116
구글,2,0,2,1.143,0.414,37
스마트폰,3,2,1,2.143,0.348,76
갤럭시,2,0,2,1.286,0.335,100
tv,7,10,-3,6.429,0.162,232
nvidia,1,2,-1,0.857,0.074,22
기아,2,0,2,2.0,0.0,21
양산,1,0,1,1.0,0.0,18
sk하이닉스,2,1,1,2.143,-0.058,49
노트북,3,3,0,3.286,-0.102,102
애플,3,3,0,5.286,-0.693,234
레노버,1,1,0,4.571,-1.138,77
