term,cur,prev,diff,total,ma7,z_like
lg전자,16,22,-6,343,13.0,0.651
oled,14,29,-15,312,13.714,0.061
tv,12,2,10,324,12.571,-0.126
모니터,11,11,0,197,16.143,-1.025
삼성전자,9,18,-9,427,23.714,-2.507
lg디스플레이,7,25,-18,140,8.0,-0.261
아이폰,6,2,4,79,2.714,1.241
폴더블,5,1,4,100,3.143,0.67
디스플레이,5,3,2,181,3.286,0.609
애플,5,5,0,176,4.571,0.137
노트북,4,1,3,96,2.143,0.754
boe,3,0,3,61,0.714,1.239
sfa,2,0,2,2,0.286,1.117
qled,2,2,0,8,0.571,0.814
구글,2,1,1,66,1.857,0.06
모바일,2,2,0,65,2.286,-0.114
선익시스템,1,0,1,21,0.143,0.622
고해상도,1,0,1,1,0.143,0.622
생산능력,1,0,1,1,0.143,0.622
프로아트,1,0,1,1,0.143,0.622
픽셀,1,0,1,1,0.143,0.622
아이패드,1,0,1,22,0.286,0.465
tsmc,1,0,1,21,0.286,0.465
맥북,1,0,1,20,0.286,0.465
세미파이브,1,1,0,10,0.286,0.465
고성능,1,2,-1,21,0.429,0.345
공급망,1,0,1,16,0.571,0.244
샤오미,1,1,0,11,0.571,0.244
스마트폰,1,3,-2,105,1.857,-0.363
엔비디아,1,2,-1,63,2.429,-0.558
xr,1,2,-1,88,2.857,-0.69
삼성디스플레이,1,0,1,89,4.714,-1.171
