--- Sentiment Scaling Log (2025-12-29) ---
--- (Topic_ID (Semantic_Key): raw_score -> final_score) ---
--------------------------------------------------
Topic 0 (Foldable_Display_Topic): score_raw=0.4700 -> score_final=0.4700
Topic 0 (Foldable_Display_Topic): score_raw=0.4639 -> score_final=0.4639
Topic 0 (Foldable_Display_Topic): score_raw=0.4549 -> score_final=0.4549
Topic 0 (Foldable_Display_Topic): score_raw=0.4626 -> score_final=0.4626
Topic 0 (Foldable_Display_Topic): score_raw=0.4715 -> score_final=0.4715
Topic 0 (Foldable_Display_Topic): score_raw=0.4659 -> score_final=0.4659
Topic 0 (Foldable_Display_Topic): score_raw=0.4661 -> score_final=0.4661
Topic 0 (Foldable_Display_Topic): score_raw=0.4550 -> score_final=0.4550
Topic 0 (Foldable_Display_Topic): score_raw=0.4669 -> score_final=0.4669
Topic 0 (Foldable_Display_Topic): score_raw=0.4688 -> score_final=0.4688
Topic 0 (Foldable_Display_Topic): score_raw=0.4602 -> score_final=0.4602
Topic 0 (Foldable_Display_Topic): score_raw=0.4655 -> score_final=0.4655
Topic 0 (Foldable_Display_Topic): score_raw=0.4569 -> score_final=0.4569
Topic 0 (Foldable_Display_Topic): score_raw=0.4585 -> score_final=0.4585
Topic 0 (Foldable_Display_Topic): score_raw=0.4646 -> score_final=0.4646
Topic 0 (Foldable_Display_Topic): score_raw=0.4635 -> score_final=0.4635
Topic 0 (Foldable_Display_Topic): score_raw=0.4699 -> score_final=0.4699
Topic 0 (Foldable_Display_Topic): score_raw=0.4791 -> score_final=0.4791
Topic 0 (Foldable_Display_Topic): score_raw=0.4677 -> score_final=0.4677
Topic 0 (Foldable_Display_Topic): score_raw=0.4686 -> score_final=0.4686
Topic 0 (Foldable_Display_Topic): score_raw=0.4744 -> score_final=0.4744
Topic 0 (Foldable_Display_Topic): score_raw=0.4696 -> score_final=0.4696
Topic 0 (Foldable_Display_Topic): score_raw=0.4632 -> score_final=0.4632
Topic 0 (Foldable_Display_Topic): score_raw=0.4700 -> score_final=0.4700
Topic 0 (Foldable_Display_Topic): score_raw=0.4708 -> score_final=0.4708
Topic 0 (Foldable_Display_Topic): score_raw=0.4638 -> score_final=0.4638
Topic 0 (Foldable_Display_Topic): score_raw=0.4793 -> score_final=0.4793
Topic 0 (Foldable_Display_Topic): score_raw=0.4630 -> score_final=0.4630
Topic 0 (Foldable_Display_Topic): score_raw=0.4586 -> score_final=0.4586
Topic 0 (Foldable_Display_Topic): score_raw=0.4581 -> score_final=0.4581
Topic 0 (Foldable_Display_Topic): score_raw=0.4543 -> score_final=0.4543
Topic 0 (Foldable_Display_Topic): score_raw=0.4611 -> score_final=0.4611
Topic 0 (Foldable_Display_Topic): score_raw=0.4674 -> score_final=0.4674
Topic 0 (Foldable_Display_Topic): score_raw=0.4725 -> score_final=0.4725
Topic 0 (Foldable_Display_Topic): score_raw=0.4506 -> score_final=0.4506
Topic 0 (Foldable_Display_Topic): score_raw=0.4663 -> score_final=0.4663
Topic 0 (Foldable_Display_Topic): score_raw=0.4627 -> score_final=0.4627
Topic 0 (Foldable_Display_Topic): score_raw=0.4791 -> score_final=0.4791
Topic 0 (Foldable_Display_Topic): score_raw=0.4771 -> score_final=0.4771
Topic 0 (Foldable_Display_Topic): score_raw=0.4640 -> score_final=0.4640
