term,cur,prev,diff,total,ma7,z_like
디스플레이,15,0,15,241,9.0,1.5
삼성전자,12,5,7,399,15.0,-0.616
lg전자,11,4,7,299,9.571,0.349
선익시스템,10,0,10,33,2.714,2.752
아이폰,9,1,8,99,3.857,1.735
갤럭시,9,1,8,89,5.714,0.969
sk하이닉스,8,2,6,133,8.0,0.0
oled,8,4,4,261,9.143,-0.284
애플,8,14,-6,331,10.571,-0.605
lg디스플레이,5,0,5,118,3.714,0.439
xr,4,0,4,129,3.0,0.366
스마트폰,4,0,4,92,3.429,0.2
폴더블,4,1,3,157,5.857,-0.543
tsmc,3,1,2,13,0.857,1.113
레노버,3,0,3,43,1.0,1.0
구글,3,3,0,38,1.714,0.557
lcd,2,0,2,17,0.286,1.117
amd,2,0,2,8,0.571,0.814
sharp,2,0,2,24,1.429,0.26
노트북,2,3,-1,103,2.429,-0.168
삼성디스플레이,2,0,2,62,3.571,-0.544
tv,2,3,-1,236,4.571,-0.819
woled,1,0,1,2,0.143,0.622
hdr,1,0,1,1,0.143,0.622
지멘스,1,1,0,2,0.286,0.465
bmw,1,0,1,15,0.429,0.345
카카오,1,0,1,12,0.429,0.345
기아,1,0,1,23,0.571,0.244
모바일,1,0,1,31,0.857,0.074
boe,1,1,0,38,1.0,0.0
인텔,1,6,-5,32,1.714,-0.309
모니터,1,3,-2,100,4.143,-1.035
