term,cur,prev,diff,ma7,z_like,total
tv,19,25,-6,8.857,2.551,235
올레드,5,0,5,0.714,2.323,39
선익시스템,5,0,5,0.857,2.151,9
boe,3,0,3,0.857,1.113,39
모바일,2,0,2,0.429,0.95,43
bmw,2,0,2,0.571,0.814,18
tcl,1,0,1,0.143,0.622,14
오포,1,0,1,0.143,0.622,4
올레드tv,1,0,1,0.143,0.622,4
저비용,1,0,1,0.143,0.622,1
증착,1,0,1,0.143,0.622,1
디스플레이,5,1,4,3.286,0.609,189
양산,2,0,2,0.857,0.593,22
갤럭시,2,1,1,0.857,0.593,64
ar,3,3,0,1.714,0.557,41
하이센스,2,0,2,1.0,0.5,9
노트북,3,2,1,1.857,0.484,93
증착기,1,0,1,0.286,0.465,3
엔비디아,3,0,3,2.0,0.414,147
byd,1,0,1,0.429,0.345,15
기아,1,0,1,0.429,0.345,32
카카오,1,0,1,0.429,0.345,8
lcd,1,0,1,0.714,0.155,18
폴더블,4,2,2,3.571,0.148,93
tsmc,1,0,1,0.857,0.074,12
hp,2,0,2,2.0,0.0,21
인텔,2,2,0,2.143,-0.058,50
공급망,1,1,0,1.286,-0.134,29
아이폰,3,0,3,3.429,-0.15,80
모니터,3,13,-10,3.429,-0.15,104
lg전자,8,14,-6,9.143,-0.284,206
삼성전자,9,8,1,11.143,-0.494,436
lg디스플레이,2,1,1,3.429,-0.501,88
sk하이닉스,1,2,-1,2.286,-0.512,40
스마트폰,2,1,1,3.857,-0.627,84
레노버,1,0,1,2.857,-0.69,73
애플,7,7,0,10.429,-0.811,228
oled,6,28,-22,10.857,-1.131,262
