org,topic_0,topic_1,topic_2,topic_3,topic_4,topic_5,topic_6,topic_7,topic_8,topic_9,topic_10,topic_11,topic_12,topic_13
스냅드래곤,2,0,0,4,2,1,1,2,1,2,0,0,0,0
스마일게이트,2,0,2,2,1,2,2,1,1,3,2,2,1,5
스마트경제,0,0,0,0,1,0,3,0,1,1,0,0,0,0
스마트글라스,2,0,1,1,5,0,2,1,2,0,0,0,0,1
스마트글래스,2,0,1,3,4,2,0,0,1,1,0,1,1,1
스마트워치,8,0,6,15,12,0,2,4,8,4,3,20,4,10
스마트폰,12,1,6,7,16,4,4,8,6,4,3,2,1,6
스틱,0,0,0,2,2,0,1,2,1,1,1,0,0,0
시리즈,1,1,2,0,3,0,1,1,1,0,0,1,1,1
시장에,2,0,2,4,2,0,1,0,2,1,1,5,2,3
시장에서,5,0,3,7,6,3,1,2,2,3,1,1,1,2
신고,1,0,2,0,1,0,0,0,0,0,0,0,0,1
신규,4,1,8,1,1,2,4,0,3,1,5,2,10,4
신단아,0,0,0,0,1,0,3,0,1,1,0,0,0,0
신세계그룹,3,0,7,3,5,5,2,1,6,2,4,2,2,4
신시장,1,0,3,0,1,1,1,0,1,2,0,1,2,2
신임,1,1,0,2,1,2,2,0,1,4,2,0,0,2
신작,3,0,4,2,2,2,3,3,3,4,3,4,3,10
신재생에너지,1,0,0,0,1,2,1,3,2,0,0,0,0,0
신저,1,0,2,0,1,0,0,0,0,0,0,0,0,1
신혼부부까지,0,2,0,1,1,0,0,2,1,0,1,1,0,0
실적,8,1,19,6,5,4,3,0,7,7,2,4,5,10
심박수,0,1,0,2,2,0,1,4,2,0,1,0,0,0
씨라이언,3,0,2,0,1,1,0,3,2,0,1,2,0,1
아니라,5,0,1,1,3,1,0,0,2,0,0,0,0,1
아래,1,0,2,2,2,0,0,4,1,1,0,2,1,2
아마존에,1,0,2,2,1,0,1,0,0,1,1,1,1,2
아산탕정,7,20,6,2,1,5,2,0,4,1,6,0,0,5
아산탕정지구,5,16,4,0,0,4,1,0,3,0,5,0,0,4
아시아타임즈,8,4,3,6,6,2,6,5,7,8,4,3,2,6
아이오닉,2,0,4,2,1,2,2,3,4,2,2,3,2,4
아이투자,0,0,0,0,2,0,0,1,0,0,1,1,0,0
아이폰,2,0,1,1,0,1,0,1,0,0,2,0,0,1
아직,4,0,2,8,7,0,0,4,4,2,2,10,0,4
아침,1,0,2,0,3,4,1,1,3,0,2,0,1,1
아토,3,0,2,0,1,1,0,3,2,0,1,2,0,1
안경,6,2,4,5,13,5,3,8,5,3,4,6,2,4
안경에,2,1,1,1,4,2,1,3,2,0,2,4,1,1
안의,4,1,2,2,1,0,0,0,3,1,0,1,1,3
안전성,1,0,0,0,1,2,1,3,2,0,0,0,0,0
알람,1,0,2,0,3,4,1,1,3,0,2,0,1,1
알리바바,0,0,0,0,2,0,0,1,0,0,1,1,0,0
애니메이션,3,0,4,0,2,0,0,1,2,2,1,2,3,9
애플,14,5,16,12,20,7,11,12,12,5,5,8,7,13
액티브,1,0,0,1,2,2,1,0,1,0,2,1,1,0
앱을,1,0,3,0,1,2,1,0,0,0,1,1,1,2
야외에서도,2,0,1,4,3,0,0,2,2,1,1,5,0,2
얇은,2,0,1,1,0,1,0,1,0,0,2,0,0,1
양사,5,0,5,1,2,2,1,0,2,2,0,1,1,3
양산,2,1,8,2,3,2,2,0,3,4,1,2,4,5
양자표준기술,2,0,3,1,1,1,1,0,2,0,0,1,2,2
얼라이언스,3,0,0,0,4,6,1,0,5,0,1,1,1,0
업계,8,3,7,2,4,8,5,8,8,2,2,5,3,6
업그레이드,1,0,2,2,2,0,0,4,1,1,0,2,1,2
업데이트,1,0,0,1,0,0,0,1,0,0,0,0,0,0
업체,2,0,2,4,2,0,1,0,2,1,1,5,2,3
업체들,1,1,1,2,1,2,0,0,2,1,0,1,1,1
없이,0,3,0,3,0,0,0,0,3,0,15,0,0,0
에서,4,0,3,1,1,2,0,1,3,0,0,1,1,3
에어팟,0,1,0,2,2,0,1,4,2,0,1,0,0,0
에이스침대,0,2,0,1,1,0,0,2,1,0,1,1,0,0
엑시노스2600,2,0,0,4,2,1,1,2,1,2,0,0,0,0
엔씨소프트,8,0,10,2,6,2,3,6,7,7,4,7,8,24
엘리트,2,0,0,4,2,1,1,2,1,2,0,0,0,0
여전히,6,1,7,2,2,4,2,2,5,1,1,3,2,6
여행,0,3,0,3,0,0,0,0,3,0,15,0,0,0
역임하며,1,0,3,0,1,1,1,0,1,2,0,1,2,2
연결기준,2,1,4,1,1,2,2,1,2,1,1,2,1,3
연구원,3,0,6,4,2,1,1,0,3,1,0,2,3,4
연기금,1,0,0,0,0,0,2,0,0,0,0,0,0,0
연기됐다,1,0,0,0,0,0,2,0,0,0,0,0,0,0
연합뉴스,0,0,1,0,0,0,3,1,0,0,0,1,1,2
연휴,0,0,2,0,0,0,6,1,0,0,1,2,2,4
열릴,1,0,0,1,0,0,1,0,1,4,1,0,0,0
영업이익,3,1,10,6,1,0,0,0,3,2,1,3,3,6
예정인,1,0,0,1,0,0,1,0,1,4,1,0,0,0
오디오,4,1,2,2,1,0,0,0,3,1,0,1,1,3
오른,0,0,0,1,1,2,1,0,2,0,1,0,1,0
오전,1,0,3,0,1,2,1,0,0,0,1,1,1,2
온도,0,2,0,1,1,0,0,2,1,0,1,1,0,0
온열매트,0,2,0,1,1,0,0,2,1,0,1,1,0,0
올해,7,3,13,5,4,5,5,3,10,10,3,8,4,9
옵트론텍,5,0,1,1,3,1,0,0,2,0,0,0,0,1
완성하,2,8,2,0,0,2,1,0,2,0,2,0,0,2
외국인,1,0,2,0,0,0,0,0,0,0,1,0,0,1
외화,0,5,0,5,0,0,0,0,5,0,25,0,0,0
외화통장,0,5,0,5,0,0,0,0,5,0,25,0,0,0
우리,2,0,1,2,5,2,0,3,2,1,1,0,0,1
울트라기어,1,0,2,2,1,0,1,0,0,1,1,1,1,2
원우,0,0,0,0,0,0,1,0,0,0,0,0,0,0
원으로,1,0,3,3,1,0,0,0,1,1,0,1,1,2
원인,1,0,0,0,1,2,2,5,3,0,1,1,0,0
웨어러블,4,0,4,7,5,0,2,0,4,2,1,10,4,6
웨이브가이드,2,0,1,3,4,2,0,0,1,1,0,1,1,1
웹OS로,4,1,2,2,1,0,0,0,3,1,0,1,1,3
위안,4,0,8,0,1,2,4,0,2,1,0,2,10,4
위탁생산,2,1,1,1,4,2,1,3,2,0,2,4,1,1
위해,5,3,2,5,3,3,3,2,5,5,2,2,1,2
유기발광다이오드,1,1,5,1,2,1,1,1,2,2,0,2,2,3
유럽,0,0,0,2,2,0,1,2,1,1,1,0,0,0
유비리서치,6,0,4,12,9,0,1,4,6,3,3,15,2,7
유비리서치에,4,0,2,8,7,0,0,4,4,2,2,10,0,4
윤서영,1,0,2,0,0,0,0,0,0,0,1,0,0,1
윤여봉,0,0,0,0,0,0,1,0,0,0,0,0,0,0
율촌,0,1,0,0,1,2,1,0,1,0,0,0,0,0
음질,0,1,0,2,2,0,1,4,2,0,1,0,0,0
이날,0,0,0,1,1,2,1,0,2,0,1,0,1,0
이는,4,0,3,3,2,1,1,1,2,1,1,1,3,3
이를,4,1,1,2,2,3,1,2,4,0,0,0,2,1
이번,14,4,14,4,13,18,7,5,19,3,6,7,6,13
이벤트,2,5,3,7,1,2,5,1,6,3,28,3,2,7
이보크,8,4,3,6,6,2,6,5,7,8,4,3,2,6
이사회,4,1,0,5,1,2,6,0,4,16,5,0,0,2
이선주,3,1,0,4,1,2,4,0,3,12,4,0,0,2
이어,3,3,4,1,2,4,3,2,2,2,1,3,2,3
이어팁,0,1,0,2,2,0,1,4,2,0,1,0,0,0
이용자,1,0,0,1,0,0,0,1,0,0,0,0,0,0
이유,1,0,2,2,2,0,0,4,1,1,0,2,1,2
이익잉여금,2,1,4,1,1,2,2,1,2,1,1,2,1,3
이중화,1,0,0,0,1,2,1,3,2,0,0,0,0,0
이차전지,8,1,2,3,4,5,1,3,9,0,0,0,2,2
이청,6,4,14,6,6,6,5,2,7,6,4,6,5,9
이후,3,0,1,2,0,1,0,2,0,0,2,0,0,1
인사,3,0,7,3,5,5,2,1,6,2,4,2,2,4
인증,0,0,2,0,0,0,6,0,0,0,1,2,2,4
인플루언서,2,0,2,2,1,2,2,1,1,3,2,2,1,5
일본,5,0,6,2,3,2,2,2,3,5,3,4,4,14
일부,1,0,1,2,2,2,1,1,2,1,2,0,1,1
임금,4,2,2,3,4,1,3,3,4,4,2,2,2,5
입주민,1,1,0,2,1,0,0,0,2,1,0,0,0,1
입지,3,12,3,0,0,3,1,0,2,0,3,0,0,3
있는,14,3,16,6,19,6,9,11,18,13,7,8,11,25
있다,7,3,16,7,4,5,3,1,6,6,1,6,6,9
있다.,64,21,48,47,63,38,31,45,62,26,18,44,27,49
있도록,0,0,0,5,1,0,1,0,1,1,0,3,0,0
있습니다.,2,1,2,1,4,2,4,4,2,0,2,5,2,3
있어,1,0,5,1,1,1,1,0,2,2,0,1,1,2
있었다.,1,1,0,2,1,0,0,0,2,1,0,0,0,1
자동차,6,1,2,2,3,7,1,5,9,3,2,4,2,2
자율주행차,5,0,1,1,3,1,0,0,2,0,0,0,0,1
작은,1,0,2,2,2,0,0,4,1,1,0,2,1,2
잠정,1,0,0,0,0,0,2,0,0,0,0,0,0,0
장관,1,0,0,0,2,3,1,0,2,0,0,0,0,0
장벽,1,0,0,15,1,2,3,0,1,3,0,9,0,0
장비,15,1,20,2,7,10,6,5,13,1,1,7,24,11
저성장,1,0,3,0,1,2,1,0,0,0,1,1,1,2
적자,1,0,3,0,1,2,1,0,0,0,1,1,1,2
전기,3,0,2,0,1,1,0,3,2,0,1,2,0,1
전기차,1,0,0,0,1,2,2,5,3,0,1,1,0,0
전날,1,0,0,0,0,0,2,0,0,0,0,0,0,0
전년,1,0,3,3,1,0,0,0,1,1,0,1,1,2
전략,0,1,0,0,1,2,1,0,1,0,0,0,0,0
전망,1,0,3,3,1,0,0,0,1,1,0,1,1,2
전망이다.,2,0,2,3,3,0,1,0,2,1,0,5,2,3
전면,2,0,1,1,0,1,0,1,0,0,2,0,0,1
전문기업인,2,0,3,1,1,1,1,0,2,0,0,1,2,2
전북도민일보,0,0,0,0,0,0,1,0,0,0,0,0,0,0
전소영,1,0,4,2,0,0,0,0,1,1,1,1,1,2
전용,3,8,2,0,0,2,0,0,1,0,3,0,0,2
전원,1,0,0,0,1,2,2,5,3,0,1,1,0,0
전자칠판,1,1,2,0,3,0,1,1,1,0,0,1,1,1
전자파,4,0,1,1,2,2,0,1,5,0,0,0,0,1
전장,4,1,1,1,2,5,0,4,5,0,1,1,2,1
전체,5,2,8,3,0,1,1,1,1,1,0,4,3,5
전했다.,2,0,1,1,3,0,2,2,1,0,0,0,0,1
전환,6,0,6,2,3,2,1,1,2,3,1,1,1,4
절감,1,1,1,2,1,2,0,0,2,1,0,1,1,1
점검,1,0,0,0,1,2,1,3,2,0,0,0,0,0
점유율,1,0,4,2,0,0,0,0,1,1,1,1,1,2
접는,2,0,1,1,0,1,0,1,0,0,2,0,0,1
정기,3,0,7,3,5,5,2,1,6,2,4,2,2,4
정립,1,0,0,1,0,0,2,0,1,4,1,0,0,0
정부,7,4,11,2,8,18,6,5,17,2,4,5,5,9
정성평가,1,0,0,0,0,0,2,0,0,0,0,0,0,0
정철동,3,2,9,3,3,3,3,1,4,3,2,3,3,6
정희만,0,0,0,0,0,0,1,0,0,0,0,0,0,0
제10기,0,0,0,0,0,0,1,0,0,0,0,0,0,0
제품,11,3,9,19,18,4,6,8,11,5,4,10,4,7
조달청,1,0,0,0,0,0,2,0,0,0,0,0,0,0
조세금융신문,0,1,0,0,1,2,1,0,1,0,0,0,0,0
종목,2,0,5,0,4,2,1,1,0,0,2,2,1,3
주가,1,0,2,0,0,0,0,0,0,0,0,0,0,1
주간사,1,0,0,0,0,0,2,0,0,0,0,0,0,0
주거,1,1,0,2,1,0,0,0,2,1,0,0,0,1
주력산업,2,0,0,0,2,3,0,0,3,0,1,1,1,0
주민,1,0,0,0,1,2,1,3,2,0,0,0,0,0
주식,1,5,0,6,2,2,1,0,6,0,27,1,1,0
주요,6,1,8,6,8,9,7,2,10,2,3,7,8,7
주행감,3,0,2,0,1,1,0,3,2,0,1,2,0,1
중국,31,9,43,15,32,38,17,10,38,12,9,20,31,30
중국에,1,0,2,0,3,4,1,1,3,0,2,0,1,1
중기부,1,0,0,0,2,3,1,0,2,0,0,0,0,0
중심,2,0,2,3,3,0,1,0,2,1,0,5,2,3
중이다.,0,0,0,1,1,2,1,0,2,0,1,0,1,0
중형,3,0,2,0,1,1,0,3,2,0,1,2,0,1
즐길,4,0,4,0,4,0,0,3,4,2,1,2,4,10
지난,5,2,5,3,7,4,5,3,5,1,1,2,1,4
지속,1,0,3,0,1,2,1,0,0,0,1,1,1,2
지수,0,0,0,1,1,2,1,0,2,0,1,0,1,0
지원,6,0,7,3,4,2,1,4,3,3,0,3,2,5
직원,0,0,0,0,2,0,6,0,2,2,0,0,0,0
직전,0,0,0,1,1,2,1,0,2,0,1,0,1,0
직주근접,2,8,2,0,0,2,1,0,2,0,2,0,0,2
차단,4,0,1,1,2,2,0,1,5,0,0,0,0,1
차량,12,2,6,4,4,7,0,5,11,1,1,3,4,7
차량용,8,1,5,3,2,2,0,1,6,1,0,2,2,6
차세대,7,0,1,5,5,2,1,2,3,2,0,0,0,1
착용감,0,1,0,2,2,0,1,4,2,0,1,0,0,0
참여,3,0,2,3,5,3,2,0,4,1,0,5,2,3
채권,1,0,0,1,2,2,1,0,1,0,2,1,1,0
채권에,1,0,0,1,2,2,1,0,1,0,2,1,1,0
채권혼합형,1,0,0,1,2,2,1,0,1,0,2,1,1,0
첨단,4,1,1,2,2,3,1,2,4,0,0,0,2,1
청소,0,0,0,2,2,0,1,2,1,1,1,0,0,0
청소기,0,0,0,2,2,0,1,2,1,1,1,0,0,0
청약,7,20,6,2,1,5,2,0,4,1,6,0,0,5
청주,0,0,1,0,0,0,3,0,0,0,1,1,1,2
체온,0,2,0,1,1,0,0,2,1,0,1,1,0,0
체험,1,0,2,0,1,0,1,2,2,1,1,2,2,5
체험할,1,0,2,0,0,0,0,0,0,1,0,1,1,4
초반,1,0,2,0,0,0,0,0,0,0,0,0,0,1
초품아,2,8,2,0,0,2,1,0,2,0,2,0,0,2
최고,1,0,2,2,3,0,1,2,1,1,1,0,0,1
최승리,0,0,0,0,2,0,6,0,2,2,0,0,0,0
최양묵,0,0,0,0,2,0,6,0,2,2,0,0,0,0
최영리,0,0,0,0,1,0,3,0,1,1,0,0,0,0
최의리,0,0,0,0,2,0,6,0,2,2,0,0,0,0
최저,1,0,2,0,1,0,0,0,0,0,0,0,0,1
추석,1,1,3,2,1,2,11,1,1,4,3,3,3,8
출시에,2,0,3,1,1,1,1,0,2,0,0,1,2,2
출신,2,1,0,3,1,2,3,0,2,8,3,0,0,2
출처,0,0,1,0,0,0,3,1,0,0,0,1,1,2
출품했다.,2,0,2,2,1,2,2,1,1,3,2,2,1,5
출하량,5,1,7,7,8,3,2,2,3,4,2,4,3,5
충남,7,20,6,2,1,5,2,0,4,1,6,0,0,5
충칭,3,0,2,2,1,1,1,0,2,0,0,1,3,2
충칭시,3,0,2,2,1,1,1,0,2,0,0,1,3,2
측정,0,1,0,2,2,0,1,4,2,0,1,0,0,0
칩을,2,0,0,4,2,1,1,2,1,2,0,0,0,0
카메라,8,0,3,3,4,2,0,2,2,1,3,0,0,3
카카오,1,0,0,1,0,0,0,1,0,0,0,0,0,0
카카오톡,1,0,0,1,0,0,0,1,0,0,0,0,0,0
캐릭터,1,0,2,0,0,0,0,0,0,1,0,1,1,4
커뮤니케이션,1,0,0,1,0,0,2,0,1,4,1,0,0,0
커버,1,0,2,2,2,0,0,4,1,1,0,2,1,2
컨센서스,1,0,3,0,1,2,1,0,0,0,1,1,1,2
컴투스,2,0,2,2,1,2,2,1,1,3,2,2,1,5
컴플라이언스,0,1,0,0,1,2,1,0,1,0,0,0,0,0
코리아,1,0,0,1,0,0,2,0,1,4,1,0,0,0
코스피,1,0,2,1,1,2,1,0,2,0,2,0,1,1
콕핏,4,1,2,2,1,0,0,0,3,1,0,1,1,3
콘텐츠,6,1,6,4,2,2,2,3,7,3,2,4,3,7
퀄컴,2,0,0,4,2,1,1,2,1,2,0,0,0,0
크게,7,1,5,2,4,3,2,1,4,1,1,2,1,4
크기,1,0,2,2,2,0,0,4,1,1,0,2,1,2
클레녹스,1,0,0,19,1,2,4,0,1,4,0,12,0,0
키엘,8,3,1,8,3,3,9,2,7,20,7,1,0,3
탄력,1,0,0,19,1,2,4,0,1,4,0,12,0,0
탈출,1,0,3,0,1,2,1,0,0,0,1,1,1,2
태블릿,1,1,2,0,3,0,1,1,1,0,0,1,1,1
테스트,1,1,0,2,1,0,0,0,2,1,0,0,0,1
테슬라,0,0,0,0,2,0,0,1,0,0,1,1,0,0
토요타,2,0,1,1,1,2,1,1,4,3,1,3,0,1
통제,0,1,0,0,1,2,1,0,1,0,0,0,0,0
통해,20,10,14,15,15,11,10,12,30,16,33,9,9,23
투자,14,10,28,14,10,11,8,5,17,9,30,13,14,16
투자의견,1,0,3,0,1,2,1,0,0,0,1,1,1,2
투자자들,1,4,1,0,0,1,0,0,0,0,1,0,0,1
투자풀,1,0,0,0,0,0,2,0,0,0,0,0,0,0
트라이폴드,1,0,1,0,0,0,0,0,0,1,0,0,0,1
트래블로그,0,5,0,5,0,0,0,0,5,0,25,0,0,0
트리폴드,1,0,1,1,1,0,0,1,0,1,1,0,0,1
특허,0,0,0,4,0,0,1,0,0,1,0,3,0,0
특히,1,1,2,0,3,0,1,1,1,0,0,1,1,1
파인텍,2,0,3,1,1,1,1,0,2,0,0,1,2,2
파크레인,7,20,6,2,1,5,2,0,4,1,6,0,0,5
판매,1,0,4,2,0,0,0,0,1,1,1,1,1,2
팝콘뉴스,1,4,1,0,0,1,0,0,1,0,1,0,0,1
패권,2,0,0,0,2,3,0,0,3,0,1,1,1,0
패널,15,5,23,11,6,7,6,4,8,5,2,11,15,16
펼쳤,2,0,1,1,0,1,0,1,0,0,2,0,0,1
포유디지탈,1,1,2,0,3,0,1,1,1,0,0,1,1,1
포트폴리오,1,0,0,1,2,2,1,0,1,0,2,1,1,0
폴더블,2,0,1,1,0,1,0,1,0,0,2,0,0,1
폴더블폰,2,0,1,1,0,1,0,1,0,0,2,0,0,1
폼팁,0,1,0,2,2,0,1,4,2,0,1,0,0,0
풍부한,2,0,2,0,2,0,0,2,2,1,0,1,2,5
프로,6,1,3,8,5,2,4,6,5,2,1,1,3,3
프로젝트,3,0,2,2,1,1,1,0,2,0,0,1,3,2
프로젝트에,4,0,8,0,1,2,4,0,2,1,0,2,10,4
프리미엄,7,0,5,16,4,4,3,1,5,4,0,12,3,6
플랫폼,6,1,4,4,2,2,2,1,4,4,2,3,2,8
피부,1,0,0,24,2,2,5,0,2,5,0,15,0,0
피지컬,2,0,0,0,2,3,0,0,3,0,1,1,1,0
피지컬AI,1,0,0,0,2,3,1,0,2,0,0,0,0,0
필터,8,1,2,3,4,5,1,3,9,0,0,0,2,2
하나로,1,0,0,0,1,2,2,5,3,0,1,1,0,0
하나은행,0,5,0,5,0,0,0,0,5,0,25,0,0,0
하나증권,0,5,0,5,0,0,0,0,5,0,25,0,0,0
하드웨어,4,0,2,2,8,0,4,3,3,0,0,0,0,2
하락분,0,0,0,1,1,2,1,0,2,0,1,0,1,0
하반기,9,0,19,7,5,4,3,0,8,7,3,5,4,10
한경유레카,1,0,3,0,1,2,1,0,0,0,1,1,1,2
한국,3,2,6,2,6,3,2,4,4,2,2,6,3,4
한라캐스트,4,1,1,1,2,5,0,4,5,0,1,1,2,1
할인,0,0,0,2,0,0,0,0,0,1,0,0,0,0
할인된,1,1,2,0,3,0,1,1,1,0,0,1,1,1
함께,8,2,4,13,11,5,10,4,9,6,4,10,4,8
합작법인,6,4,8,0,7,20,5,0,16,0,3,4,4,8
핵심,5,3,5,2,4,12,2,0,10,1,2,3,3,5
허페,9,0,16,0,4,4,5,1,6,1,0,5,20,8
혁신,1,0,0,1,2,2,1,0,1,0,2,1,1,0
현지,1,0,2,0,0,0,0,0,0,1,0,1,1,4
협동로봇,1,1,2,0,2,5,1,0,4,0,0,1,1,2
협력,2,0,0,0,2,3,0,0,3,0,1,1,1,0
협력사,2,0,4,2,1,2,2,3,4,2,2,3,2,4
협업,2,4,3,5,1,1,1,0,6,0,20,1,2,2
혜택,0,1,0,3,0,0,0,0,1,1,5,0,0,0
홀딩,0,0,0,0,2,0,0,1,0,0,1,1,0,0
홈케어,0,0,0,14,1,1,3,0,1,3,0,9,0,0
홍보,1,0,0,1,0,0,2,0,1,4,1,0,0,0
화면,3,0,2,2,1,1,0,2,0,1,3,0,0,2
화장품,8,3,1,8,3,3,9,2,7,20,7,1,0,3
화재,2,0,0,0,2,4,3,8,5,0,1,1,0,0
화재로,1,0,0,0,0,0,2,0,0,0,0,0,0,0
확대,2,0,7,2,1,2,1,0,1,1,2,2,2,4
확대될,4,0,4,7,5,0,2,0,4,2,1,10,4,6
확산,5,0,5,1,2,2,1,0,2,2,0,1,1,3
환율,0,0,0,1,1,2,1,0,2,0,1,0,1,0
활동,2,0,4,2,1,2,2,3,4,2,2,3,2,4
회사,1,1,1,2,1,2,0,0,2,1,0,1,1,1
효과,1,0,0,19,1,2,4,0,1,4,0,12,0,0
효과적인,0,0,0,4,0,0,1,0,0,1,0,3,0,0
효율,4,0,2,8,7,0,0,4,4,2,2,10,0,4
흡입력,0,0,0,2,2,0,1,2,1,1,1,0,0,0
흥행,2,4,2,2,1,1,1,0,1,1,1,0,0,1
희삼,0,0,0,0,0,0,1,0,0,0,0,0,0,0
희종,0,0,0,0,0,0,1,0,0,0,0,0,0,0
