term,cur,prev,diff,total,ma7,z_like
아이폰,46,5,41,184,11.571,7.822
애플,42,17,25,376,17.429,4.748
폴더블,28,16,12,292,12.429,3.441
레노버,18,1,17,124,7.0,3.017
디스플레이,10,6,4,213,5.143,1.486
tv,10,4,6,232,7.429,0.69
oled,9,10,-1,332,7.571,0.381
lg전자,8,6,2,328,12.714,-1.033
삼성전자,5,12,-7,549,14.286,-1.943
모니터,4,6,-2,171,4.0,0.0
스마트폰,4,6,-2,100,4.0,0.0
공급망,3,2,1,45,3.286,-0.102
갤럭시,3,2,1,119,3.571,-0.198
고성능,2,1,1,8,0.429,0.95
삼성디스플레이,2,1,1,76,0.857,0.593
양산,2,1,1,51,0.857,0.593
boe,2,1,1,22,0.857,0.593
tcl,2,3,-1,68,1.571,0.19
xr,2,5,-3,74,2.429,-0.168
lg디스플레이,2,3,-1,71,2.429,-0.168
노트북,2,8,-6,127,4.571,-0.819
수율,1,0,1,17,0.143,0.622
fmm,1,0,1,8,0.143,0.622
ppi,1,0,1,7,0.143,0.622
etri,1,1,0,2,0.286,0.465
벤츠,1,0,1,41,0.429,0.345
아이패드,1,1,0,9,0.429,0.345
현대모비스,1,0,1,7,0.429,0.345
메타,1,0,1,19,0.571,0.244
벤큐,1,5,-4,12,0.857,0.074
ar,1,0,1,64,1.571,-0.254
샤오미,1,9,-8,50,3.571,-0.89
화웨이,1,13,-12,43,3.857,-0.964
엔비디아,1,1,0,197,5.857,-1.42
