term,cur,prev,diff,total,ma7,z_like
iphone,3,1,2,4,0.571,1.383
sk하이닉스,4,0,4,52,1.429,1.171
엔비디아,5,3,2,201,2.143,1.16
tcl,5,1,4,74,2.286,1.081
byd,2,0,2,14,0.429,0.95
apple,2,2,0,9,0.571,0.814
스마트워치,1,0,1,4,0.143,0.622
기아,1,0,1,12,0.143,0.622
맥북,2,0,2,19,0.857,0.593
폭스바겐,1,0,1,3,0.286,0.465
vr,1,1,0,13,0.286,0.465
삼성전자,9,2,7,511,7.429,0.422
현대모비스,1,1,0,9,0.429,0.345
메타,1,0,1,19,0.429,0.345
etri,1,1,0,4,0.571,0.244
amd,1,0,1,19,0.571,0.244
oled,5,3,2,313,6.429,-0.404
스마트폰,3,1,2,96,4.286,-0.419
