term,cur,prev,diff,total,ma7,z_like
애플,22,23,-1,398,21.143,0.153
아이폰,20,29,-9,223,16.286,0.738
tv,13,5,8,229,7.0,1.646
모니터,9,8,1,174,5.571,1.02
삼성전자,9,2,7,511,7.429,0.422
폴더블,7,20,-13,276,14.286,-1.524
xr,6,4,2,79,3.286,0.965
엔비디아,5,3,2,201,2.143,1.16
tcl,5,1,4,74,2.286,1.081
oled,5,3,2,313,6.429,-0.404
sk하이닉스,4,0,4,52,1.429,1.171
갤럭시,4,4,0,121,3.0,0.366
디스플레이,4,10,-6,210,5.714,-0.506
iphone,3,1,2,4,0.571,1.383
스마트폰,3,1,2,96,4.286,-0.419
byd,2,0,2,14,0.429,0.95
apple,2,2,0,9,0.571,0.814
맥북,2,0,2,19,0.857,0.593
공급망,2,3,-1,47,3.143,-0.412
기아,1,0,1,12,0.143,0.622
스마트워치,1,0,1,4,0.143,0.622
vr,1,1,0,13,0.286,0.465
폭스바겐,1,0,1,3,0.286,0.465
메타,1,0,1,19,0.429,0.345
현대모비스,1,1,0,9,0.429,0.345
amd,1,0,1,19,0.571,0.244
etri,1,1,0,4,0.571,0.244
고성능,1,2,-1,10,0.857,0.074
노트북,1,2,-1,127,4.286,-1.07
레노버,1,8,-7,132,5.857,-1.42
lg전자,1,8,-7,316,7.571,-1.752
