term,cur,prev,diff,ma7,z_like,total
사이니지,9,0,9,1.571,3.296,14
엔비디아,12,5,7,3.286,3.098,92
디스플레이,12,4,8,3.714,2.831,245
lg전자,18,1,17,8.429,2.452,210
amoled,3,0,3,0.429,1.554,4
현대자동차,2,0,2,0.286,1.117,2
아마존,2,0,2,0.429,0.95,8
소니,3,0,3,1.571,0.634,20
맥북,1,0,1,0.143,0.622,10
미디어텍,1,0,1,0.143,0.622,2
수율,1,0,1,0.143,0.622,7
텐센트,1,0,1,0.143,0.622,1
xr,4,4,0,2.429,0.614,116
스마트폰,5,4,1,3.286,0.609,92
sk하이닉스,2,2,0,1.0,0.5,45
파나소닉,2,5,-3,1.0,0.5,7
lg화학,1,0,1,0.286,0.465,10
갤럭시z폴드,1,0,1,0.286,0.465,2
저전력,1,0,1,0.286,0.465,3
lcd,2,2,0,1.143,0.414,13
proart,1,1,0,0.429,0.345,3
샤오미,1,1,0,0.429,0.345,9
8k,1,2,-1,0.429,0.345,5
갤럭시,3,5,-2,2.286,0.284,67
고성능,2,0,2,1.429,0.26,18
태블릿,1,1,0,0.571,0.244,19
lg디스플레이,3,3,0,2.429,0.223,118
oled,10,5,5,9.429,0.14,364
모바일,2,0,2,1.714,0.124,41
아이폰,1,0,1,0.857,0.074,53
퀄컴,1,0,1,0.857,0.074,21
레노버,1,1,0,0.857,0.074,35
hp,1,0,1,1.0,0.0,69
tcl,1,0,1,1.0,0.0,25
애플,7,3,4,7.143,-0.039,230
기아,1,1,0,1.143,-0.069,23
폴더블,2,0,2,2.286,-0.114,98
모니터,4,4,0,4.571,-0.182,84
4k,1,4,-3,1.429,-0.195,18
공급망,1,2,-1,1.857,-0.363,52
구글,2,14,-12,3.714,-0.586,64
노트북,2,7,-5,3.857,-0.627,134
인텔,1,3,-2,2.714,-0.648,58
tv,2,4,-2,4.286,-0.744,427
삼성전자,8,9,-1,13.0,-1.086,660
