term,cur,prev,diff,ma7,z_like,total,date
폴더블,1,9,-8,2.857,-0.69,54,2026-02-15
tv,3,5,-2,5.429,-0.729,363,2026-02-15
노트북,1,4,-3,3.143,-0.773,117,2026-02-15
디스플레이,2,6,-4,5.0,-0.927,189,2026-02-15
lcd,2,1,1,6.714,-1.313,58,2026-02-15
lg전자,1,3,-2,5.429,-1.33,231,2026-02-15
oled,4,5,-1,9.714,-1.388,292,2026-02-15
삼성전자,4,10,-6,11.143,-1.647,398,2026-02-15
고효율,2,0,2,0.429,0.95,14,2026-02-16
기아,1,0,1,0.143,0.622,18,2026-02-16
xr,3,2,1,1.857,0.484,64,2026-02-16
선익시스템,1,0,1,0.286,0.465,21,2026-02-16
설비투자,1,0,1,0.286,0.465,5,2026-02-16
증착,1,0,1,0.286,0.465,2,2026-02-16
vr,1,1,0,0.286,0.465,20,2026-02-16
아마존,1,0,1,0.429,0.345,11,2026-02-16
원익ips,1,1,0,0.429,0.345,6,2026-02-16
byd,1,0,1,0.571,0.244,15,2026-02-16
갤럭시,3,0,3,2.429,0.223,76,2026-02-16
sk하이닉스,3,2,1,2.571,0.165,63,2026-02-16
맥북,1,0,1,0.857,0.074,20,2026-02-16
boe,1,1,0,0.857,0.074,28,2026-02-16
스마트폰,2,4,-2,2.0,0.0,82,2026-02-16
ar,1,0,1,1.429,-0.195,41,2026-02-16
lg전자,4,1,3,5.143,-0.35,231,2026-02-16
애플,4,5,-1,5.429,-0.429,150,2026-02-16
노트북,2,1,1,3.286,-0.457,113,2026-02-16
tv,4,3,1,5.571,-0.468,362,2026-02-16
아이폰,1,3,-2,2.429,-0.558,65,2026-02-16
삼성디스플레이,1,0,1,2.571,-0.604,57,2026-02-16
폴더블,1,1,0,2.857,-0.69,53,2026-02-16
삼성전자,6,4,2,9.429,-0.842,398,2026-02-16
디스플레이,1,2,-1,5.0,-1.236,181,2026-02-16
oled,2,4,-2,9.143,-1.775,283,2026-02-16
맥북,6,1,5,1.286,2.209,26,2026-02-17
vr,4,1,3,0.857,1.632,23,2026-02-17
sharp,2,0,2,0.286,1.117,8,2026-02-17
애플,9,4,5,5.714,0.969,158,2026-02-17
갤럭시,5,3,2,2.857,0.797,81,2026-02-17
byd,2,1,1,0.714,0.697,17,2026-02-17
아이폰,3,1,2,1.571,0.634,67,2026-02-17
알파벳,1,0,1,0.143,0.622,5,2026-02-17
hp,1,0,1,0.286,0.465,56,2026-02-17
kaist,1,0,1,0.571,0.244,23,2026-02-17
현대모비스,1,0,1,0.714,0.155,49,2026-02-17
메타,1,0,1,0.857,0.074,22,2026-02-17
모바일,1,0,1,0.857,0.074,29,2026-02-17
삼성전자,8,6,2,8.0,0.0,400,2026-02-17
스마트폰,2,2,0,2.0,0.0,84,2026-02-17
boe,1,1,0,1.0,0.0,28,2026-02-17
노트북,3,2,1,3.143,-0.052,113,2026-02-17
엔비디아,2,0,2,2.286,-0.114,56,2026-02-17
tv,5,4,1,5.571,-0.17,366,2026-02-17
ar,1,1,0,1.429,-0.195,42,2026-02-17
lg디스플레이,1,0,1,1.571,-0.254,118,2026-02-17
sk하이닉스,2,3,-1,2.714,-0.27,61,2026-02-17
구글,1,0,1,1.714,-0.309,45,2026-02-17
디스플레이,4,1,3,5.286,-0.39,185,2026-02-17
카카오,2,0,2,3.143,-0.412,39,2026-02-17
폴더블,1,1,0,2.714,-0.648,54,2026-02-17
모니터,1,0,1,4.0,-1.0,85,2026-02-17
oled,2,2,0,8.857,-1.725,285,2026-02-17
tv,24,5,19,8.0,4.179,388,2026-02-18
ar,5,1,4,1.286,1.741,47,2026-02-18
삼성전자,16,8,8,9.286,1.659,411,2026-02-18
oled,15,2,13,9.429,1.369,296,2026-02-18
애플,9,9,0,6.0,0.87,166,2026-02-18
vr,3,4,-1,1.286,0.803,26,2026-02-18
명암비,1,0,1,0.143,0.622,1,2026-02-18
해상도,1,0,1,0.143,0.622,2,2026-02-18
bmw,1,0,1,0.286,0.465,4,2026-02-18
기아,1,0,1,0.286,0.465,19,2026-02-18
갤럭시,4,5,-1,3.143,0.309,85,2026-02-18
구글,2,1,1,1.429,0.26,45,2026-02-18
맥북,2,6,-4,1.429,0.26,28,2026-02-18
인텔,1,0,1,0.571,0.244,71,2026-02-18
모바일,1,1,0,0.857,0.074,28,2026-02-18
스마트폰,2,2,0,2.143,-0.058,84,2026-02-18
아이폰,1,3,-2,1.429,-0.195,65,2026-02-18
카카오,2,2,0,3.0,-0.366,41,2026-02-18
노트북,2,3,-1,3.143,-0.412,113,2026-02-18
엔비디아,1,2,-1,2.286,-0.512,57,2026-02-18
lg전자,2,0,2,4.571,-0.819,223,2026-02-18
디스플레이,2,4,-2,4.571,-0.819,187,2026-02-18
lg전자,25,2,23,6.286,5.336,246,2026-02-19
아마존,5,0,5,1.0,2.0,16,2026-02-19
tv,18,24,-6,9.857,1.967,399,2026-02-19
디스플레이,11,2,9,5.571,1.615,197,2026-02-19
xr,5,0,5,1.714,1.423,66,2026-02-19
애플,13,9,4,7.714,1.399,168,2026-02-19
구글,5,2,3,2.0,1.243,48,2026-02-19
에어팟,2,0,2,0.286,1.117,2,2026-02-19
갤럭시,6,4,2,3.429,0.902,90,2026-02-19
ar,3,5,-2,1.571,0.634,46,2026-02-19
qled,1,0,1,0.143,0.622,3,2026-02-19
바이두,1,0,1,0.143,0.622,1,2026-02-19
올레드,1,0,1,0.143,0.622,10,2026-02-19
vr,3,3,0,1.714,0.557,26,2026-02-19
tcl,1,0,1,0.286,0.465,115,2026-02-19
oled,11,15,-4,9.429,0.386,294,2026-02-19
sharp,1,0,1,0.429,0.345,9,2026-02-19
공급망,1,0,1,0.429,0.345,13,2026-02-19
선익시스템,1,0,1,0.429,0.345,22,2026-02-19
모바일,1,1,0,0.857,0.074,29,2026-02-19
노트북,3,2,1,2.857,0.053,103,2026-02-19
삼성전자,10,16,-6,9.857,0.035,411,2026-02-19
양산,1,0,1,1.0,0.0,61,2026-02-19
스마트폰,2,2,0,2.143,-0.058,82,2026-02-19
아이폰,1,1,0,1.571,-0.254,62,2026-02-19
카카오,2,2,0,3.286,-0.457,42,2026-02-19
폴더블,1,0,1,2.429,-0.558,49,2026-02-19
