cluster_id,keywords
0,"스마트폰, 갤럭시"
1,"매출, 결제, 주식, 수익, 소비, 상품"
2,중국
3,애플
4,"구글, 반도체, 소재, 노트북, 시스템, 빅테크, 전기차, 합성, 전기, 기술력, 모듈, 에너지, 센서, 소프트웨어, 자동차, 플랫폼"
5,"제조, 생산, 개발, 분석, 효율"
6,"인프라, 건설"
7,"미국, 맥북, 양산, 연휴, 카카오, 마이크, 이벤트, 증가, 업무, 전망, 계획, 공간, 최초, 확산, 신규, 폴더블, 시간, 영국, 휴무, 오후, 작년, 유럽, 11번, 주방, 탈모, 정보, 인기, 환경, 역량, 방식, 점유율, 전체, 문화, 전환, 현실, 준비, 들어, 패널, 대형, 성공, 변화, 탑재, 흐름, 프리미엄, 게임, 전년, 감소, 단계, 전시, 가능"
