term,cur,prev,diff,ma7,z_like,total,date
올레드,43,15,28,8.714,8.676,67,2026-03-27
lg전자,60,38,22,17.714,8.118,265,2026-03-27
tv,53,31,22,14.429,8.038,332,2026-03-27
oled,42,5,37,11.429,6.979,376,2026-03-27
삼성디스플레이,18,2,16,5.143,3.935,99,2026-03-27
씽크패드,6,0,6,0.857,2.67,6,2026-03-27
소니,6,0,6,1.0,2.5,11,2026-03-27
구글,8,2,6,2.429,2.178,59,2026-03-27
lcd,7,0,7,2.0,2.071,38,2026-03-27
올레드tv,4,0,4,0.571,1.953,5,2026-03-27
인텔,5,1,4,1.714,1.423,37,2026-03-27
tcl,5,6,-1,2.0,1.243,76,2026-03-27
레노버,6,0,6,3.857,0.723,91,2026-03-27
모니터,13,25,-12,10.0,0.721,175,2026-03-27
dell,1,0,1,0.143,0.622,7,2026-03-27
galaxy,1,0,1,0.143,0.622,4,2026-03-27
google,1,0,1,0.143,0.622,2,2026-03-27
공급망,2,2,0,1.143,0.414,36,2026-03-27
xr,4,4,0,3.0,0.366,119,2026-03-27
amd,1,0,1,0.429,0.345,31,2026-03-27
qled,1,0,1,0.429,0.345,39,2026-03-27
카카오,1,0,1,0.429,0.345,12,2026-03-27
boe,1,1,0,0.429,0.345,21,2026-03-27
아마존,1,0,1,0.714,0.155,7,2026-03-27
고성능,1,2,-1,0.857,0.074,19,2026-03-27
삼성전자,12,26,-14,12.571,-0.126,529,2026-03-27
맥북,1,0,1,1.286,-0.134,94,2026-03-27
모바일,1,1,0,1.286,-0.134,58,2026-03-27
sk하이닉스,3,7,-4,3.429,-0.15,74,2026-03-27
기아,1,5,-4,1.429,-0.195,20,2026-03-27
asus,1,4,-3,2.0,-0.414,26,2026-03-27
노트북,3,3,0,5.0,-0.618,128,2026-03-27
엔비디아,1,1,0,2.714,-0.648,195,2026-03-27
애플,7,3,4,9.714,-0.659,266,2026-03-27
스마트폰,1,5,-4,3.0,-0.732,115,2026-03-27
아이폰,2,2,0,5.429,-1.03,106,2026-03-27
폴더블,1,1,0,4.143,-1.035,101,2026-03-27
모바일,15,1,14,3.0,4.392,70,2026-03-28
삼성전자,32,12,20,16.286,3.121,543,2026-03-28
선익시스템,5,0,5,1.429,1.627,24,2026-03-28
8k,2,0,2,0.286,1.117,2,2026-03-28
게이밍모니터,2,0,2,0.286,1.117,5,2026-03-28
태블릿,2,0,2,0.286,1.117,22,2026-03-28
tv,21,53,-32,16.571,0.873,344,2026-03-28
hp,2,0,2,0.571,0.814,32,2026-03-28
설비투자,1,0,1,0.143,0.622,5,2026-03-28
한화시스템,1,0,1,0.143,0.622,5,2026-03-28
폴더블,6,1,5,4.429,0.506,107,2026-03-28
sharp,1,0,1,0.286,0.465,11,2026-03-28
google,1,1,0,0.286,0.465,3,2026-03-28
oled,13,42,-29,11.286,0.393,374,2026-03-28
구글,3,8,-5,2.143,0.348,62,2026-03-28
애플,10,7,3,8.857,0.287,272,2026-03-28
boe,1,1,0,0.571,0.244,19,2026-03-28
고성능,1,1,0,1.0,0.0,20,2026-03-28
공급망,1,2,-1,1.0,0.0,37,2026-03-28
lcd,2,7,-5,2.286,-0.114,39,2026-03-28
맥북,1,1,0,1.286,-0.134,94,2026-03-28
엔비디아,1,1,0,1.429,-0.195,179,2026-03-28
디스플레이,3,0,3,3.571,-0.198,236,2026-03-28
xr,2,4,-2,2.714,-0.27,116,2026-03-28
갤럭시,1,0,1,2.571,-0.604,178,2026-03-28
노트북,3,3,0,5.0,-0.618,127,2026-03-28
레노버,1,6,-5,2.857,-0.69,91,2026-03-28
올레드,6,43,-37,9.429,-0.842,72,2026-03-28
sk하이닉스,1,3,-2,3.571,-0.89,75,2026-03-28
아이폰,1,2,-1,4.429,-1.104,106,2026-03-28
삼성디스플레이,1,18,-17,5.286,-1.299,99,2026-03-28
모니터,3,13,-10,9.286,-1.553,171,2026-03-28
lg전자,8,60,-52,18.571,-1.991,248,2026-03-28
구글,6,3,3,3.0,1.098,63,2026-03-29
amd,2,0,2,0.429,0.95,31,2026-03-29
메타,2,0,2,0.429,0.95,21,2026-03-29
갤럭시북,1,0,1,0.143,0.622,2,2026-03-29
리벨리온,1,0,1,0.143,0.622,2,2026-03-29
엔비디아,3,1,2,1.714,0.557,173,2026-03-29
byd,1,0,1,0.286,0.465,4,2026-03-29
수율,1,0,1,0.429,0.345,5,2026-03-29
아마존,1,0,1,0.429,0.345,8,2026-03-29
아이폰,5,1,4,4.286,0.233,109,2026-03-29
갤럭시,3,1,2,2.429,0.223,147,2026-03-29
현대모비스,1,0,1,0.714,0.155,30,2026-03-29
스마트폰,2,0,2,1.857,0.06,108,2026-03-29
bmw,1,0,1,1.143,-0.069,15,2026-03-29
소니,1,0,1,1.143,-0.069,12,2026-03-29
공급망,1,1,0,1.143,-0.069,38,2026-03-29
선익시스템,1,5,-4,1.571,-0.254,17,2026-03-29
인텔,1,0,1,1.714,-0.309,37,2026-03-29
모바일,2,15,-13,3.143,-0.412,70,2026-03-29
디스플레이,2,3,-1,3.571,-0.544,224,2026-03-29
벤츠,1,0,1,2.714,-0.648,25,2026-03-29
xr,1,2,-1,2.714,-0.648,115,2026-03-29
노트북,2,3,-1,5.286,-0.996,127,2026-03-29
폴더블,1,6,-5,4.286,-1.07,106,2026-03-29
삼성디스플레이,1,1,0,5.429,-1.33,98,2026-03-29
oled,6,13,-7,12.143,-1.37,335,2026-03-29
