term,cur,prev,diff,ma7,z_like,total
apple,1,0,1,0.143,0.622,3
google,1,0,1,0.143,0.622,1
nvidia,1,0,1,0.143,0.622,2
sharp,1,0,1,0.143,0.622,8
맥북,1,0,1,0.286,0.465,10
sk하이닉스,3,1,2,2.143,0.348,49
amd,1,0,1,0.429,0.345,15
bmw,1,0,1,0.429,0.345,9
lg화학,1,0,1,0.429,0.345,8
공급망,2,0,2,1.429,0.26,52
아마존,1,1,0,0.714,0.155,11
xr,3,2,1,3.0,0.0,108
ar,1,1,0,1.0,0.0,31
hp,1,0,1,1.143,-0.069,66
폴더블,2,0,2,2.571,-0.219,88
노트북,3,2,1,3.857,-0.289,133
스마트폰,3,3,0,3.857,-0.289,84
모바일,1,0,1,1.857,-0.363,33
구글,3,0,3,4.429,-0.46,56
tv,5,3,2,7.571,-0.685,326
애플,3,4,-1,5.429,-0.729,222
lg전자,7,8,-1,10.571,-0.84,233
엔비디아,2,4,-2,5.857,-1.128,85
모니터,1,1,0,4.571,-1.138,74
삼성전자,12,13,-1,18.571,-1.238,604
oled,2,0,2,8.571,-1.673,339
디스플레이,1,2,-1,7.857,-1.803,252
