term,cur,prev,diff,total,ma7,z_like
tv,33,67,-34,416,18.429,2.753
oled,27,43,-16,517,16.286,2.128
소니,24,16,8,49,5.714,5.393
tcl,19,11,8,70,4.429,4.694
삼성디스플레이,16,0,16,175,3.143,4.637
레노버,14,3,11,110,2.571,4.39
lg전자,10,19,-9,362,7.286,0.734
디스플레이,8,3,5,240,7.429,0.153
고성능,7,1,6,23,1.571,2.409
삼성전자,7,19,-12,506,8.429,-0.366
갤럭시,6,8,-2,75,2.429,1.396
애플,5,1,4,158,5.857,-0.251
아이폰,4,1,3,63,2.571,0.549
노트북,4,9,-5,134,5.571,-0.468
모바일,3,3,0,63,1.429,0.716
현대모비스,2,0,2,31,0.286,1.117
태블릿,2,0,2,14,0.429,0.95
xr,2,1,1,54,1.286,0.335
폴더블,2,0,2,75,1.714,0.124
엔비디아,2,5,-3,93,2.0,0.0
sony,1,0,1,1,0.143,0.622
kaist,1,1,0,28,0.286,0.465
ltpo,1,1,0,2,0.286,0.465
터치id,1,0,1,2,0.286,0.465
asus,1,1,0,10,0.571,0.244
기아,1,2,-1,59,0.714,0.155
boe,1,3,-2,20,1.0,0.0
인텔,1,2,-1,53,1.143,-0.069
lg디스플레이,1,2,-1,123,1.714,-0.309
스마트폰,1,8,-7,88,3.0,-0.732
sk하이닉스,1,3,-2,51,3.0,-0.732
모니터,1,16,-15,222,3.857,-0.964
