term,cur,prev,diff,total,ma7,z_like
tcl,4,0,4,31,0.714,1.781
기아,3,0,3,21,0.429,1.554
맥북,3,1,2,28,1.0,1.0
도우인시스,2,0,2,7,0.571,0.814
hp,2,2,0,45,0.571,0.814
bmw,2,0,2,13,0.714,0.697
한미반도체,1,0,1,5,0.143,0.622
원익ips,1,0,1,10,0.143,0.622
4k,1,0,1,34,0.143,0.622
인텔,2,1,1,50,0.857,0.593
현대모비스,1,0,1,10,0.286,0.465
카카오,1,0,1,14,0.286,0.465
공급망,2,1,1,48,1.143,0.414
sk하이닉스,3,1,2,55,2.0,0.414
vr,1,0,1,14,0.429,0.345
lcd,1,1,0,10,0.571,0.244
amd,1,1,0,31,0.571,0.244
메타,1,0,1,34,0.571,0.244
모바일,1,0,1,26,0.857,0.074
스마트폰,2,1,1,88,1.857,0.06
구글,3,3,0,113,3.0,0.0
아이폰,2,1,1,45,2.143,-0.058
폴더블,2,1,1,61,2.286,-0.114
