term,cur,prev,diff,total,ma7,z_like
삼성전자,11,27,-16,521,11.429,-0.098
lg전자,6,4,2,283,6.571,-0.16
tcl,4,0,4,31,0.714,1.781
lg디스플레이,4,6,-2,80,3.429,0.2
oled,4,4,0,292,4.714,-0.225
tv,4,9,-5,260,5.143,-0.35
기아,3,0,3,21,0.429,1.554
맥북,3,1,2,28,1.0,1.0
sk하이닉스,3,1,2,55,2.0,0.414
구글,3,3,0,113,3.0,0.0
엔비디아,3,4,-1,243,6.286,-0.937
애플,3,5,-2,158,6.714,-1.034
hp,2,2,0,45,0.571,0.814
도우인시스,2,0,2,7,0.571,0.814
bmw,2,0,2,13,0.714,0.697
인텔,2,1,1,50,0.857,0.593
공급망,2,1,1,48,1.143,0.414
모니터,2,3,-1,160,1.429,0.26
스마트폰,2,1,1,88,1.857,0.06
아이폰,2,1,1,45,2.143,-0.058
폴더블,2,1,1,61,2.286,-0.114
노트북,2,10,-8,109,3.143,-0.412
레노버,2,6,-4,88,4.286,-0.744
디스플레이,2,6,-4,195,4.429,-0.782
xr,2,18,-16,109,4.429,-0.782
4k,1,0,1,34,0.143,0.622
원익ips,1,0,1,10,0.143,0.622
한미반도체,1,0,1,5,0.143,0.622
카카오,1,0,1,14,0.286,0.465
현대모비스,1,0,1,10,0.286,0.465
vr,1,0,1,14,0.429,0.345
메타,1,0,1,34,0.571,0.244
amd,1,1,0,31,0.571,0.244
lcd,1,1,0,10,0.571,0.244
모바일,1,0,1,26,0.857,0.074
갤럭시,1,6,-5,51,1.286,-0.134
