--- Sentiment Scaling Log (2026-09-25) ---
--- (Topic_ID (Semantic_Key): raw_score -> final_score) ---
--------------------------------------------------
Topic 0 (Set_Manufacturer): score_raw=0.4589 -> score_final=0.4589
Topic 0 (Set_Manufacturer): score_raw=0.4559 -> score_final=0.4559
Topic 0 (Set_Manufacturer): score_raw=0.4510 -> score_final=0.4510
Topic 0 (Set_Manufacturer): score_raw=0.4546 -> score_final=0.4546
Topic 0 (Set_Manufacturer): score_raw=0.4559 -> score_final=0.4559
Topic 0 (Set_Manufacturer): score_raw=0.4603 -> score_final=0.4603
Topic 0 (Set_Manufacturer): score_raw=0.4632 -> score_final=0.4632
Topic 0 (Set_Manufacturer): score_raw=0.4596 -> score_final=0.4596
Topic 0 (Set_Manufacturer): score_raw=0.4579 -> score_final=0.4579
Topic 0 (Set_Manufacturer): score_raw=0.4575 -> score_final=0.4575
Topic 0 (Set_Manufacturer): score_raw=0.4553 -> score_final=0.4553
Topic 0 (Set_Manufacturer): score_raw=0.4601 -> score_final=0.4601
Topic 0 (Set_Manufacturer): score_raw=0.4560 -> score_final=0.4560
Topic 0 (Set_Manufacturer): score_raw=0.4558 -> score_final=0.4558
Topic 0 (Set_Manufacturer): score_raw=0.4570 -> score_final=0.4570
Topic 0 (Set_Manufacturer): score_raw=0.4612 -> score_final=0.4612
Topic 0 (Set_Manufacturer): score_raw=0.4624 -> score_final=0.4624
Topic 0 (Set_Manufacturer): score_raw=0.4518 -> score_final=0.4518
Topic 0 (Set_Manufacturer): score_raw=0.4616 -> score_final=0.4616
Topic 0 (Set_Manufacturer): score_raw=0.4612 -> score_final=0.4612
Topic 0 (Set_Manufacturer): score_raw=0.4572 -> score_final=0.4572
Topic 0 (Set_Manufacturer): score_raw=0.4505 -> score_final=0.4505
Topic 0 (Set_Manufacturer): score_raw=0.4548 -> score_final=0.4548
Topic 0 (Set_Manufacturer): score_raw=0.4541 -> score_final=0.4541
Topic 0 (Set_Manufacturer): score_raw=0.4569 -> score_final=0.4569
Topic 0 (Set_Manufacturer): score_raw=0.4493 -> score_final=0.4493
Topic 0 (Set_Manufacturer): score_raw=0.4644 -> score_final=0.4644
Topic 0 (Set_Manufacturer): score_raw=0.4587 -> score_final=0.4587
Topic 0 (Set_Manufacturer): score_raw=0.4636 -> score_final=0.4636
Topic 0 (Set_Manufacturer): score_raw=0.4507 -> score_final=0.4507
Topic 0 (Set_Manufacturer): score_raw=0.4544 -> score_final=0.4544
Topic 0 (Set_Manufacturer): score_raw=0.4624 -> score_final=0.4624
Topic 0 (Set_Manufacturer): score_raw=0.4551 -> score_final=0.4551
Topic 0 (Set_Manufacturer): score_raw=0.4483 -> score_final=0.4483
Topic 0 (Set_Manufacturer): score_raw=0.4555 -> score_final=0.4555
Topic 0 (Set_Manufacturer): score_raw=0.4594 -> score_final=0.4594
Topic 0 (Set_Manufacturer): score_raw=0.4466 -> score_final=0.4466
Topic 0 (Set_Manufacturer): score_raw=0.4538 -> score_final=0.4538
Topic 0 (Set_Manufacturer): score_raw=0.4571 -> score_final=0.4571
Topic 0 (Set_Manufacturer): score_raw=0.4585 -> score_final=0.4585
Topic 0 (Set_Manufacturer): score_raw=0.4508 -> score_final=0.4508
Topic 0 (Set_Manufacturer): score_raw=0.4613 -> score_final=0.4613
Topic 0 (Set_Manufacturer): score_raw=0.4532 -> score_final=0.4532
