term,cur,prev,diff,total,ma7,z_like
tv,13,9,4,206,8.571,1.128
퀄컴,11,22,-11,79,9.857,0.276
스마트폰,8,4,4,111,5.0,0.927
삼성전자,7,7,0,371,8.0,-0.261
메타,6,14,-8,44,4.857,0.357
lg전자,6,13,-7,281,8.0,-0.522
oled,4,16,-12,297,13.571,-2.043
갤럭시,3,0,3,114,2.286,0.284
xr,3,2,1,91,2.714,0.108
아이폰,3,3,0,262,5.0,-0.618
lcd,3,4,-1,75,6.857,-1.066
공급망,2,0,2,56,0.857,0.593
sk하이닉스,2,0,2,59,1.714,0.124
폴더블,2,1,1,264,3.0,-0.366
모니터,2,1,1,137,3.0,-0.366
엔비디아,2,4,-2,146,3.571,-0.544
구글,2,8,-6,69,4.571,-0.819
소니,1,0,1,10,0.143,0.622
폭스바겐,1,0,1,7,0.286,0.465
파나소닉,1,0,1,4,0.429,0.345
벤츠,1,1,0,24,0.714,0.155
서피스,1,3,-2,5,0.714,0.155
ar,1,1,0,38,0.857,0.074
vr,1,5,-4,20,0.857,0.074
사이니지,1,1,0,13,1.857,-0.363
애플,1,3,-2,355,4.857,-1.204
디스플레이,1,2,-1,179,5.571,-1.36
lg디스플레이,1,3,-2,104,6.571,-1.563
