term,cur,prev,diff,total,ma7,z_like
삼성전자,13,6,7,357,8.286,1.215
lg전자,6,3,3,267,6.143,-0.041
애플,6,11,-5,295,11.143,-1.186
tv,4,3,1,248,4.286,-0.093
엔비디아,2,1,1,125,2.429,-0.168
노트북,2,2,0,94,2.429,-0.168
폴더블,2,9,-7,115,5.571,-1.063
oled,2,4,-2,231,7.286,-1.429
인텔,1,0,1,28,0.571,0.244
byd,1,0,1,17,0.571,0.244
카카오,1,1,0,12,0.714,0.155
현대모비스,1,1,0,8,0.714,0.155
모바일,1,2,-1,31,1.143,-0.069
메타,1,0,1,27,1.143,-0.069
구글,1,3,-2,49,1.571,-0.254
맥북,1,0,1,44,2.0,-0.414
스마트폰,1,1,0,77,2.857,-0.69
아이폰,1,7,-6,79,3.0,-0.732
lg디스플레이,1,2,-1,120,3.143,-0.773
sk하이닉스,1,3,-2,87,3.286,-0.813
