term,cur,diff,z_like
모니터,17,14,3.63
삼성전자,38,8,3.29
아이폰,9,6,2.37
기아,5,5,2.00
sk하이닉스,7,4,1.97
딥엑스,4,4,1.95
폴더블,7,3,1.88
스마트폰,12,4,1.74
