term,cur,prev,diff,ma7,z_like,total
구글,3,2,1,1.571,0.634,36
니트,1,0,1,0.143,0.622,3
비전프로,1,0,1,0.143,0.622,2
lg화학,1,0,1,0.286,0.465,18
공급망,1,0,1,0.286,0.465,31
tsmc,1,1,0,0.286,0.465,11
아마존,1,0,1,0.429,0.345,27
고성능,2,2,0,1.286,0.335,32
모바일,2,2,0,1.286,0.335,47
아이폰,3,0,3,2.286,0.284,70
기아,3,9,-6,2.857,0.053,33
애플,4,3,1,4.286,-0.093,225
boe,2,3,-1,2.429,-0.168,35
갤럭시,1,3,-2,1.429,-0.195,88
xr,2,3,-1,2.714,-0.27,112
노트북,2,2,0,3.571,-0.544,102
tv,3,5,-2,4.857,-0.58,216
lg전자,3,5,-2,6.143,-0.904,192
벤츠,1,5,-4,5.0,-1.236,155
엔비디아,2,3,-1,9.143,-1.775,241
삼성디스플레이,1,12,-11,9.143,-2.024,104
삼성전자,5,28,-23,18.429,-2.537,536
