term,cur,prev,diff,ma7,z_like,total
tcl,5,0,5,1.714,1.423,32
맥북,4,0,4,1.143,1.381,21
ltpo,2,0,2,0.286,1.117,6
두산로보틱스,2,0,2,0.429,0.95,4
sharp,2,0,2,0.571,0.814,11
galaxy,1,0,1,0.143,0.622,2
아마존,1,0,1,0.143,0.622,7
원익ips,2,5,-3,1.0,0.5,9
애플,7,9,-2,5.429,0.472,162
lg디스플레이,3,2,1,2.286,0.284,71
tv,12,36,-24,10.857,0.266,267
모바일,1,0,1,0.571,0.244,32
폴더블,2,1,1,1.571,0.19,63
레노버,3,12,-9,2.571,0.165,63
4k,1,0,1,0.714,0.155,42
스마트폰,2,2,0,1.714,0.124,94
구글,1,3,-2,1.0,0.0,117
boe,1,0,1,1.143,-0.069,27
asus,1,2,-1,1.143,-0.069,13
kaist,1,0,1,1.429,-0.195,26
디스플레이,5,9,-4,5.857,-0.251,182
아이폰,1,2,-1,1.571,-0.254,39
갤럭시,1,3,-2,1.571,-0.254,58
모니터,2,10,-8,2.714,-0.27,180
메타,1,6,-5,1.714,-0.309,31
요가,1,11,-10,1.714,-0.309,12
공급망,1,3,-2,1.857,-0.363,56
oled,13,25,-12,15.429,-0.493,319
xr,1,7,-6,4.0,-1.0,97
삼성전자,8,36,-28,13.429,-1.164,576
엔비디아,11,4,7,18.143,-1.358,219
lg전자,2,9,-7,10.0,-1.922,285
