org,topic,base_score,topic_share,company_focus,hybrid_score
AMD,0,83.0392,0.0231,0.5526,83.0392
AMD,4,67.2353,0.0169,0.4474,67.2353
AMD,1,58.6016,0.0210,0.3900,58.6016
AMD,7,54.8741,0.0594,0.3652,54.8741
AMD,6,52.3426,0.0196,0.3483,52.3426
AMD,3,32.2837,0.0203,0.2148,32.2837
AMD,2,19.7041,0.0060,0.1311,19.7041
AMD,8,17.3312,0.0169,0.1153,17.3312
AMD,5,15.0727,0.0255,0.1003,15.0727
AMD,9,3.6022,0.0192,0.0240,3.6022
AMD,10,3.0486,0.0042,0.0203,3.0486
ASUS,4,18.0218,0.0045,0.5835,18.0218
ASUS,0,17.1569,0.0048,0.5555,17.1569
ASUS,1,15.0077,0.0054,0.4859,15.0077
ASUS,7,6.8593,0.0074,0.2221,6.8593
ASUS,8,5.0549,0.0049,0.1637,5.0549
ASUS,3,4.8425,0.0030,0.1568,4.8425
ASUS,6,2.8293,0.0011,0.0916,2.8293
ASUS,2,2.1893,0.0007,0.0709,2.1893
ASUS,10,0.7621,0.0010,0.0247,0.7621
AUO,4,4.8520,0.0012,0.6544,4.8520
AUO,0,4.1176,0.0011,0.5554,4.1176
AUO,2,2.1893,0.0007,0.2953,2.1893
AUO,1,2.1440,0.0008,0.2892,2.1440
AUO,6,2.1220,0.0008,0.2862,2.1220
AUO,7,0.7621,0.0008,0.1028,0.7621
Acer,1,6.4319,0.0023,0.5558,6.4319
Acer,0,5.4902,0.0015,0.4744,5.4902
Acer,4,4.8520,0.0012,0.4193,4.8520
Acer,6,3.5367,0.0013,0.3056,3.5367
Acer,7,3.0486,0.0033,0.2634,3.0486
Acer,8,2.8885,0.0028,0.2496,2.8885
Acer,3,2.4213,0.0015,0.2092,2.4213
Acer,10,1.5243,0.0021,0.1317,1.5243
Acer,2,0.7298,0.0002,0.0631,0.7298
Apple,0,7.5490,0.0021,0.7911,7.5490
Apple,1,4.2879,0.0015,0.4494,4.2879
Apple,8,2.1664,0.0021,0.2270,2.1664
Apple,4,2.0794,0.0005,0.2179,2.0794
Apple,5,1.8841,0.0032,0.1974,1.8841
Apple,6,1.4147,0.0005,0.1483,1.4147
Apple,7,0.7621,0.0008,0.0799,0.7621
Apple,2,0.7298,0.0002,0.0765,0.7298
BMW,2,123.3330,0.0375,0.7557,123.3330
BMW,4,70.0079,0.0176,0.4290,70.0079
BMW,6,46.6839,0.0175,0.2861,46.6839
BMW,0,44.6078,0.0124,0.2733,44.6078
BMW,1,37.1620,0.0133,0.2277,37.1620
BMW,3,22.5986,0.0142,0.1385,22.5986
BMW,8,15.1648,0.0148,0.0929,15.1648
BMW,7,11.4321,0.0124,0.0701,11.4321
BMW,10,9.1457,0.0125,0.0560,9.1457
BMW,5,3.7682,0.0064,0.0231,3.7682
BMW,9,1.2007,0.0064,0.0074,1.2007
BOE,4,49.9066,0.0125,0.5142,49.9066
BOE,0,49.4117,0.0137,0.5091,49.4117
BOE,6,43.1472,0.0162,0.4445,43.1472
BOE,1,35.7327,0.0128,0.3681,35.7327
BOE,10,20.5778,0.0282,0.2120,20.5778
BOE,3,18.5631,0.0117,0.1913,18.5631
BOE,8,17.3312,0.0169,0.1786,17.3312
BOE,2,15.3254,0.0047,0.1579,15.3254
BOE,7,6.8593,0.0074,0.0707,6.8593
BYD,2,35.0295,0.0106,0.6589,35.0295
BYD,4,26.3396,0.0066,0.4954,26.3396
BYD,0,16.4706,0.0046,0.3098,16.4706
BYD,6,16.2686,0.0061,0.3060,16.2686
BYD,1,11.4345,0.0041,0.2151,11.4345
BYD,10,11.4321,0.0156,0.2150,11.4321
BYD,3,7.2638,0.0046,0.1366,7.2638
BYD,8,6.4992,0.0064,0.1222,6.4992
BYD,5,2.8261,0.0048,0.0532,2.8261
BYD,7,2.2864,0.0025,0.0430,2.2864
Bosch,4,3.4657,0.0009,0.7875,3.4657
Bosch,8,1.4443,0.0014,0.3282,1.4443
Bosch,9,1.2007,0.0064,0.2728,1.2007
Bosch,3,0.8071,0.0005,0.1834,0.8071
