term,cur,prev,diff,ma7,z_like,total
파나소닉,9,0,9,1.286,3.615,9
갤럭시,18,5,13,6.429,3.273,111
hp,10,1,9,2.143,3.189,41
벤츠,8,0,8,1.429,2.994,51
모바일,5,1,4,1.571,1.521,31
레노버,4,3,1,1.143,1.381,14
엔비디아,9,20,-11,5.143,1.18,84
xr,6,3,3,2.857,1.168,67
필립스,2,0,2,0.286,1.117,2
노트북,9,12,-3,5.571,1.02,114
tsmc,2,0,2,0.571,0.814,14
아이폰,3,3,0,1.571,0.634,59
harman,1,0,1,0.143,0.622,1
visionox,1,0,1,0.143,0.622,1
기아,1,0,1,0.143,0.622,16
현대모비스,1,0,1,0.143,0.622,40
sharp,1,0,1,0.286,0.465,8
tv,19,11,8,16.714,0.449,334
공급망,2,2,0,1.143,0.414,17
퀄컴,1,2,-1,0.429,0.345,11
설비투자,2,7,-5,1.429,0.26,14
amd,1,2,-1,0.571,0.244,13
스마트폰,3,4,-1,2.571,0.165,71
고성능,1,2,-1,0.714,0.155,22
lcd,1,1,0,0.857,0.074,60
인텔,1,2,-1,0.857,0.074,67
애플,7,7,0,6.857,0.039,174
boe,2,2,0,2.714,-0.27,38
sk하이닉스,1,3,-2,1.714,-0.309,57
모니터,3,18,-15,4.143,-0.377,89
삼성디스플레이,1,0,1,3.286,-0.813,46
tcl,2,0,2,5.0,-0.927,95
디스플레이,9,20,-11,14.0,-1.054,252
oled,6,31,-25,12.143,-1.37,277
lg전자,4,4,0,10.714,-1.571,235
삼성전자,4,7,-3,12.0,-1.792,420
