term,cur,prev,diff,ma7,z_like,total
인텔,31,1,30,5.0,8.034,42
엔비디아,15,13,2,6.286,2.485,52
아마존,6,2,4,1.429,2.082,12
기아,4,0,4,0.571,1.953,7
현대모비스,3,1,2,0.571,1.383,17
kaist,2,0,2,0.286,1.117,2
맥북,2,0,2,0.286,1.117,17
lg디스플레이,4,2,2,1.857,0.907,69
현대차,4,6,-2,1.857,0.907,38
아이패드,6,0,6,3.571,0.84,38
갤럭시,7,6,1,4.429,0.828,70
asus,2,0,2,0.571,0.814,4
lcd,2,0,2,0.571,0.814,17
boe,2,1,1,0.571,0.814,17
sk하이닉스,5,1,4,3.0,0.732,46
디스플레이,8,8,0,5.857,0.627,129
dell,1,0,1,0.143,0.622,1
nvidia,1,0,1,0.143,0.622,1
롤러블,1,0,1,0.143,0.622,1
xr,9,8,1,7.0,0.549,103
도우인시스,1,0,1,0.286,0.465,2
스마트폰,3,6,-3,2.143,0.348,52
세미파이브,1,0,1,0.429,0.345,3
8k,1,1,0,0.429,0.345,3
벤츠,1,1,0,0.429,0.345,5
sharp,1,0,1,0.571,0.244,6
카카오,1,1,0,0.571,0.244,8
화웨이,1,1,0,0.571,0.244,9
공급망,1,1,0,0.714,0.155,17
메타,1,1,0,0.714,0.155,8
tsmc,1,0,1,0.857,0.074,20
구글,2,3,-1,1.857,0.06,33
hp,1,1,0,1.0,0.0,10
아이폰,2,2,0,2.714,-0.27,53
올레드,1,7,-6,1.714,-0.309,16
lg전자,5,9,-4,6.143,-0.329,137
tv,6,17,-11,7.286,-0.348,104
고성능,1,1,0,2.857,-0.69,25
폴더블,1,3,-2,3.0,-0.732,61
삼성전자,17,10,7,22.714,-0.991,367
애플,7,9,-2,11.571,-1.039,189
oled,5,11,-6,11.286,-1.442,200
