term,cur,prev,diff,ma7,z_like,total
갤럭시,15,6,9,5.0,3.09,289
폴더블,10,4,6,2.857,2.655,219
모니터,9,3,6,2.714,2.374,89
hp,5,0,5,1.143,1.864,45
아마존,7,1,6,3.143,1.391,30
ar,7,4,3,3.286,1.321,54
모바일,2,0,2,0.286,1.117,43
노트북,8,5,3,4.714,1.036,114
삼성전자,14,3,11,10.0,0.961,366
asus,2,0,2,0.429,0.95,6
amd,2,0,2,0.714,0.697,30
csot,1,0,1,0.143,0.622,4
hdr,1,0,1,0.143,0.622,2
갤럭시탭,1,0,1,0.143,0.622,1
미디어텍,1,0,1,0.143,0.622,1
에어팟,1,0,1,0.143,0.622,1
잉크젯,1,0,1,0.143,0.622,6
카카오,1,0,1,0.143,0.622,10
태블릿,1,0,1,0.143,0.622,7
한화솔루션,1,0,1,0.143,0.622,1
화웨이,1,0,1,0.143,0.622,8
lcd,2,0,2,1.0,0.5,20
sk하이닉스,5,2,3,3.571,0.494,128
엔비디아,3,2,1,1.857,0.484,96
구글,3,7,-4,1.857,0.484,58
삼성디스플레이,1,0,1,0.286,0.465,78
수율,1,0,1,0.286,0.465,5
한미반도체,1,0,1,0.286,0.465,21
벤큐,1,2,-1,0.429,0.345,13
xr,2,1,1,1.286,0.335,86
애플,8,6,2,7.0,0.274,280
tv,5,6,-1,4.857,0.045,132
아이폰,3,3,0,3.0,0.0,79
공급망,3,2,1,3.143,-0.052,55
레노버,2,12,-10,2.286,-0.114,59
oled,8,5,3,9.286,-0.318,370
스마트폰,3,5,-2,4.143,-0.377,113
퀄컴,1,9,-8,2.0,-0.414,38
디스플레이,3,2,1,4.571,-0.501,282
양산,1,10,-9,3.0,-0.732,38
lg디스플레이,1,1,0,5.857,-1.42,148
lg전자,4,16,-12,12.0,-1.792,277
