term,cur,prev,diff,ma7,z_like,total
인텔,15,0,15,2.429,4.914,31
삼성전자,45,28,17,19.0,4.852,511
엔비디아,28,37,-9,16.143,2.363,208
lcd,6,0,6,1.571,1.965,28
vr,7,1,6,2.286,1.877,31
amd,5,2,3,1.286,1.741,29
ppi,2,0,2,0.286,1.117,5
고성능,2,0,2,0.286,1.117,17
디스플레이,14,2,12,10.0,0.961,298
메타,2,0,2,0.429,0.95,20
폴더블,8,13,-5,5.0,0.927,72
노트북,6,1,5,3.429,0.902,127
애플,12,13,-1,8.571,0.873,251
sharp,2,0,2,0.571,0.814,11
dell,1,0,1,0.143,0.622,6
sk온,1,0,1,0.143,0.622,8
기아,1,0,1,0.143,0.622,11
소니,1,0,1,0.143,0.622,5
모바일,2,0,2,0.857,0.593,51
boe,1,0,1,0.286,0.465,34
벤큐,1,0,1,0.286,0.465,11
bmw,1,0,1,0.429,0.345,7
오포,1,1,0,0.429,0.345,12
양산,1,0,1,0.571,0.244,22
lg전자,4,2,2,3.429,0.2,215
oled,14,3,11,13.143,0.185,376
태블릿,2,1,1,1.714,0.124,19
xr,6,6,0,5.714,0.084,114
모니터,4,5,-1,3.857,0.048,130
tsmc,1,0,1,1.0,0.0,16
tv,5,7,-2,6.0,-0.29,360
스마트폰,1,4,-3,1.714,-0.309,113
공급망,1,3,-2,2.286,-0.512,35
sk하이닉스,1,4,-3,2.429,-0.558,62
갤럭시,1,9,-8,3.143,-0.773,250
아이폰,2,5,-3,4.571,-0.819,79
레노버,1,3,-2,3.429,-0.852,71
lg디스플레이,1,2,-1,3.571,-0.89,116
삼성디스플레이,1,0,1,3.714,-0.927,72
